File,Data,Algo,Size,Fun,Leaf,Param,ETst,TstTime,FunEvalTime
heart_0_2020_11_22_13_19_21_best_test_optPRM_gd_model.json,heart,_gd_,193,63,129,255,0.888888889,0,0
heart_0_2020_11_22_13_19_21_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,193,63,129,255,0.888888889,0,0
heart_0_2020_11_22_13_19_21_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,193,63,129,255,0.888888889,0.001,1.85E-05
heart_0_2020_11_22_13_19_21_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,193,63,129,255,0.925925926,0,0
heart_10_2020_11_24_00_52_10_best_test_optPRM_adagrad_model.json,heart,_adagrad_,197,61,135,257,0.87037037,0.001,1.85E-05
heart_10_2020_11_24_00_52_10_best_test_optPRM_adam_model.json,heart,_adam_,197,61,135,257,0.814814815,0,0
heart_10_2020_11_24_00_52_10_best_test_optPRM_gd_model.json,heart,_gd_,197,61,135,257,0.888888889,0,0
heart_10_2020_11_24_00_52_10_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,197,61,135,257,0.888888889,0.001,1.85E-05
heart_10_2020_11_24_00_52_10_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,197,61,135,257,0.888888889,0,0
heart_10_2020_11_24_00_52_10_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,197,61,135,257,0.907407407,0.002,3.70E-05
heart_11_2020_11_24_10_06_11_best_test_optPRM_adagrad_model.json,heart,_adagrad_,114,34,79,147,0.851851852,0,0
heart_11_2020_11_24_10_06_11_best_test_optPRM_adam_model.json,heart,_adam_,114,34,79,147,0.888888889,0,0
heart_11_2020_11_24_10_06_11_best_test_optPRM_gd_model.json,heart,_gd_,114,34,79,147,0.87037037,0.001,1.85E-05
heart_11_2020_11_24_10_06_11_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,114,34,79,147,0.925925926,0,0
heart_11_2020_11_24_10_06_11_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,114,34,79,147,0.907407407,0,0
heart_11_2020_11_24_10_06_11_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,114,34,79,147,0.944444444,0,0
heart_12_2020_11_22_08_38_17_best_test_optPRM_adagrad_model.json,heart,_adagrad_,144,46,97,189,0.87037037,0.001,1.85E-05
heart_12_2020_11_22_08_38_17_best_test_optPRM_adam_model.json,heart,_adam_,144,46,97,189,0.907407407,0,0
heart_12_2020_11_22_08_38_17_best_test_optPRM_gd_model.json,heart,_gd_,144,46,97,189,0.888888889,0,0
heart_12_2020_11_22_08_38_17_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,144,46,97,189,0.888888889,0.001,1.85E-05
heart_12_2020_11_22_08_38_17_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,144,46,97,189,0.888888889,0,0
heart_12_2020_11_22_08_38_17_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,144,46,97,189,0.888888889,0.001,1.85E-05
heart_13_2020_11_23_05_44_39_best_test_optPRM_adagrad_model.json,heart,_adagrad_,210,69,140,278,0.888888889,0.001,1.85E-05
heart_13_2020_11_23_05_44_39_best_test_optPRM_adam_model.json,heart,_adam_,210,69,140,278,0.907407407,0,0
heart_13_2020_11_23_05_44_39_best_test_optPRM_gd_model.json,heart,_gd_,210,69,140,278,0.851851852,0.001,1.85E-05
heart_13_2020_11_23_05_44_39_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,210,69,140,278,0.925925926,0.001,1.85E-05
heart_13_2020_11_23_05_44_39_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,210,69,140,278,0.925925926,0,0
heart_13_2020_11_23_05_44_39_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,210,69,140,278,0.944444444,0.001,1.85E-05
heart_14_2020_11_23_02_08_19_best_test_optPRM_adagrad_model.json,heart,_adagrad_,166,52,113,217,0.851851852,0.001,1.85E-05
heart_14_2020_11_23_02_08_19_best_test_optPRM_adam_model.json,heart,_adam_,166,52,113,217,0.888888889,0,0
heart_14_2020_11_23_02_08_19_best_test_optPRM_gd_model.json,heart,_gd_,166,52,113,217,0.907407407,0.006,1.11E-04
heart_14_2020_11_23_02_08_19_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,166,52,113,217,0.907407407,0,0
heart_14_2020_11_23_02_08_19_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,166,52,113,217,0.907407407,0.001,1.85E-05
heart_14_2020_11_23_02_08_19_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,166,52,113,217,0.925925926,0,0
heart_15_2020_11_21_21_18_03_best_test_optPRM_adagrad_model.json,heart,_adagrad_,182,60,121,241,0.814814815,0,0
heart_15_2020_11_21_21_18_03_best_test_optPRM_adam_model.json,heart,_adam_,182,60,121,241,0.888888889,0.002,3.70E-05
heart_15_2020_11_21_21_18_03_best_test_optPRM_gd_model.json,heart,_gd_,182,60,121,241,0.814814815,0.001,1.85E-05
heart_15_2020_11_21_21_18_03_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,182,60,121,241,0.87037037,0,0
heart_15_2020_11_21_21_18_03_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,182,60,121,241,0.888888889,0.001,1.85E-05
heart_15_2020_11_21_21_18_03_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,182,60,121,241,0.888888889,0,0
heart_16_2020_11_22_11_07_02_best_test_optPRM_adagrad_model.json,heart,_adagrad_,159,52,106,210,0.796296296,0.001,1.85E-05
heart_16_2020_11_22_11_07_02_best_test_optPRM_adam_model.json,heart,_adam_,159,52,106,210,0.87037037,0,0
heart_16_2020_11_22_11_07_02_best_test_optPRM_gd_model.json,heart,_gd_,159,52,106,210,0.851851852,0.001,1.85E-05
heart_16_2020_11_22_11_07_02_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,159,52,106,210,0.851851852,0,0
heart_16_2020_11_22_11_07_02_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,159,52,106,210,0.851851852,0.001,1.85E-05
heart_16_2020_11_22_11_07_02_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,159,52,106,210,0.87037037,0,0
heart_17_2020_11_22_23_55_28_best_test_optPRM_adagrad_model.json,heart,_adagrad_,229,75,153,303,0.777777778,0.001,1.85E-05
heart_17_2020_11_22_23_55_28_best_test_optPRM_adam_model.json,heart,_adam_,229,75,153,303,0.87037037,0.001,1.85E-05
heart_17_2020_11_22_23_55_28_best_test_optPRM_gd_model.json,heart,_gd_,229,75,153,303,0.833333333,0.001,1.85E-05
heart_17_2020_11_22_23_55_28_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,229,75,153,303,0.833333333,0.001,1.85E-05
heart_17_2020_11_22_23_55_28_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,229,75,153,303,0.851851852,0,0
heart_17_2020_11_22_23_55_28_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,229,75,153,303,0.87037037,0.001,1.85E-05
heart_18_2020_11_23_10_09_14_best_test_optPRM_adagrad_model.json,heart,_adagrad_,201,67,133,267,0.851851852,0.001,1.85E-05
heart_18_2020_11_23_10_09_14_best_test_optPRM_adam_model.json,heart,_adam_,201,67,133,267,0.851851852,0,0
heart_18_2020_11_23_10_09_14_best_test_optPRM_gd_model.json,heart,_gd_,201,67,133,267,0.833333333,0.001,1.85E-05
heart_18_2020_11_23_10_09_14_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,201,67,133,267,0.87037037,0.001,1.85E-05
heart_18_2020_11_23_10_09_14_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,201,67,133,267,0.87037037,0,0
heart_18_2020_11_23_10_09_14_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,201,67,133,267,0.888888889,0.001,1.85E-05
heart_19_2020_11_21_23_16_18_best_test_optPRM_adagrad_model.json,heart,_adagrad_,100,32,67,131,0.796296296,0,0
heart_19_2020_11_21_23_16_18_best_test_optPRM_adam_model.json,heart,_adam_,100,32,67,131,0.833333333,0,0
heart_19_2020_11_21_23_16_18_best_test_optPRM_gd_model.json,heart,_gd_,100,32,67,131,0.777777778,0.001,1.85E-05
heart_19_2020_11_21_23_16_18_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,100,32,67,131,0.851851852,0,0
heart_19_2020_11_21_23_16_18_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,100,32,67,131,0.851851852,0,0
heart_19_2020_11_21_23_16_18_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,100,32,67,131,0.851851852,0,0
heart_1_2020_11_22_12_28_24_best_test_optPRM_adagrad_model.json,heart,_adagrad_,229,74,154,302,0.888888889,0.001,1.85E-05
heart_1_2020_11_22_12_28_24_best_test_optPRM_adam_model.json,heart,_adam_,229,74,154,302,0.851851852,0.001,1.85E-05
heart_1_2020_11_22_12_28_24_best_test_optPRM_gd_model.json,heart,_gd_,229,74,154,302,0.833333333,0,0
heart_1_2020_11_22_12_28_24_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,229,74,154,302,0.87037037,0.001,1.85E-05
heart_1_2020_11_22_12_28_24_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,229,74,154,302,0.851851852,0.001,1.85E-05
heart_1_2020_11_22_12_28_24_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,229,74,154,302,0.907407407,0.001,1.85E-05
heart_20_2020_11_23_20_34_02_best_test_optPRM_adagrad_model.json,heart,_adagrad_,165,55,109,219,0.925925926,0,0
heart_20_2020_11_23_20_34_02_best_test_optPRM_adam_model.json,heart,_adam_,165,55,109,219,0.87037037,0.001,1.85E-05
heart_20_2020_11_23_20_34_02_best_test_optPRM_gd_model.json,heart,_gd_,165,55,109,219,0.888888889,0,0
heart_20_2020_11_23_20_34_02_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,165,55,109,219,0.925925926,0.001,1.85E-05
heart_20_2020_11_23_20_34_02_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,165,55,109,219,0.925925926,0,0
heart_20_2020_11_23_20_34_02_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,165,55,109,219,0.907407407,0.001,1.85E-05
heart_21_2020_11_23_16_55_07_best_test_optPRM_adagrad_model.json,heart,_adagrad_,129,43,85,171,0.907407407,0,0
heart_21_2020_11_23_16_55_07_best_test_optPRM_adam_model.json,heart,_adam_,129,43,85,171,0.907407407,0,0
heart_21_2020_11_23_16_55_07_best_test_optPRM_gd_model.json,heart,_gd_,129,43,85,171,0.851851852,0.001,1.85E-05
heart_21_2020_11_23_16_55_07_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,129,43,85,171,0.925925926,0,0
heart_21_2020_11_23_16_55_07_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,129,43,85,171,0.925925926,0.001,1.85E-05
heart_21_2020_11_23_16_55_07_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,129,43,85,171,0.925925926,0,0
heart_22_2020_11_22_07_29_01_best_test_optPRM_adagrad_model.json,heart,_adagrad_,69,24,44,92,0.87037037,0.001,1.85E-05
heart_22_2020_11_22_07_29_01_best_test_optPRM_adam_model.json,heart,_adam_,69,24,44,92,0.907407407,0,0
heart_22_2020_11_22_07_29_01_best_test_optPRM_gd_model.json,heart,_gd_,69,24,44,92,0.87037037,0,0
heart_22_2020_11_22_07_29_01_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,69,24,44,92,0.888888889,0,0
heart_22_2020_11_22_07_29_01_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,69,24,44,92,0.888888889,0.001,1.85E-05
heart_22_2020_11_22_07_29_01_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,69,24,44,92,0.888888889,0,0
heart_23_2020_11_23_00_37_01_best_test_optPRM_adagrad_model.json,heart,_adagrad_,172,58,113,229,0.796296296,0.001,1.85E-05
heart_23_2020_11_23_00_37_01_best_test_optPRM_adam_model.json,heart,_adam_,172,58,113,229,0.796296296,0,0
heart_23_2020_11_23_00_37_01_best_test_optPRM_gd_model.json,heart,_gd_,172,58,113,229,0.796296296,0.001,1.85E-05
heart_23_2020_11_23_00_37_01_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,172,58,113,229,0.814814815,0,0
heart_23_2020_11_23_00_37_01_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,172,58,113,229,0.814814815,0.001,1.85E-05
heart_23_2020_11_23_00_37_01_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,172,58,113,229,0.833333333,0,0
heart_24_2020_11_22_09_56_12_best_test_optPRM_adagrad_model.json,heart,_adagrad_,137,44,92,180,0.907407407,0,0
heart_24_2020_11_22_09_56_12_best_test_optPRM_adam_model.json,heart,_adam_,137,44,92,180,0.925925926,0.001,1.85E-05
heart_24_2020_11_22_09_56_12_best_test_optPRM_gd_model.json,heart,_gd_,137,44,92,180,0.925925926,0,0
heart_24_2020_11_22_09_56_12_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,137,44,92,180,0.925925926,0,0
heart_24_2020_11_22_09_56_12_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,137,44,92,180,0.925925926,0.001,1.85E-05
heart_24_2020_11_22_09_56_12_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,137,44,92,180,0.925925926,0,0
heart_25_2020_11_22_15_32_27_best_test_optPRM_adagrad_model.json,heart,_adagrad_,65,19,45,83,0.759259259,0,0
heart_25_2020_11_22_15_32_27_best_test_optPRM_adam_model.json,heart,_adam_,65,19,45,83,0.833333333,0,0
heart_25_2020_11_22_15_32_27_best_test_optPRM_gd_model.json,heart,_gd_,65,19,45,83,0.796296296,0,0
heart_25_2020_11_22_15_32_27_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,65,19,45,83,0.814814815,0,0
heart_25_2020_11_22_15_32_27_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,65,19,45,83,0.814814815,0,0
heart_25_2020_11_22_15_32_27_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,65,19,45,83,0.851851852,0.001,1.85E-05
heart_26_2020_11_22_10_26_39_best_test_optPRM_adagrad_model.json,heart,_adagrad_,64,22,41,85,0.888888889,0,0
heart_26_2020_11_22_10_26_39_best_test_optPRM_adam_model.json,heart,_adam_,64,22,41,85,0.888888889,0.001,1.85E-05
heart_26_2020_11_22_10_26_39_best_test_optPRM_gd_model.json,heart,_gd_,64,22,41,85,0.851851852,0,0
heart_26_2020_11_22_10_26_39_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,64,22,41,85,0.87037037,0,0
heart_26_2020_11_22_10_26_39_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,64,22,41,85,0.87037037,0,0
heart_26_2020_11_22_10_26_39_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,64,22,41,85,0.907407407,0,0
heart_27_2020_11_22_03_11_20_best_test_optPRM_adagrad_model.json,heart,_adagrad_,60,18,41,77,0.851851852,0,0
heart_27_2020_11_22_03_11_20_best_test_optPRM_adam_model.json,heart,_adam_,60,18,41,77,0.87037037,0,0
heart_27_2020_11_22_03_11_20_best_test_optPRM_gd_model.json,heart,_gd_,60,18,41,77,0.888888889,0,0
heart_27_2020_11_22_03_11_20_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,60,18,41,77,0.888888889,0,0
heart_27_2020_11_22_03_11_20_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,60,18,41,77,0.888888889,0,0
heart_27_2020_11_22_03_11_20_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,60,18,41,77,0.87037037,0.001,1.85E-05
heart_28_2020_11_22_11_39_22_best_test_optPRM_adagrad_model.json,heart,_adagrad_,103,37,65,139,0.740740741,0,0
heart_28_2020_11_22_11_39_22_best_test_optPRM_adam_model.json,heart,_adam_,103,37,65,139,0.740740741,0,0
heart_28_2020_11_22_11_39_22_best_test_optPRM_gd_model.json,heart,_gd_,103,37,65,139,0.592592593,0,0
heart_28_2020_11_22_11_39_22_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,103,37,65,139,0.777777778,0.001,1.85E-05
heart_28_2020_11_22_11_39_22_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,103,37,65,139,0.777777778,0,0
heart_28_2020_11_22_11_39_22_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,103,37,65,139,0.796296296,0,0
heart_29_2020_11_21_23_02_38_best_test_optPRM_adagrad_model.json,heart,_adagrad_,135,41,93,175,0.888888889,0.001,1.85E-05
heart_29_2020_11_21_23_02_38_best_test_optPRM_adam_model.json,heart,_adam_,135,41,93,175,0.87037037,0,0
heart_29_2020_11_21_23_02_38_best_test_optPRM_gd_model.json,heart,_gd_,135,41,93,175,0.851851852,0,0
heart_29_2020_11_21_23_02_38_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,135,41,93,175,0.87037037,0.001,1.85E-05
heart_29_2020_11_21_23_02_38_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,135,41,93,175,0.87037037,0,0
heart_29_2020_11_21_23_02_38_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,135,41,93,175,0.87037037,0,0
heart_2_2020_11_22_09_20_37_best_test_optPRM_adagrad_model.json,heart,_adagrad_,173,55,117,227,0.907407407,0,0
heart_2_2020_11_22_09_20_37_best_test_optPRM_adam_model.json,heart,_adam_,173,55,117,227,0.907407407,0.001,1.85E-05
heart_2_2020_11_22_09_20_37_best_test_optPRM_gd_model.json,heart,_gd_,173,55,117,227,0.888888889,0,0
heart_2_2020_11_22_09_20_37_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,173,55,117,227,0.925925926,0.001,1.85E-05
heart_2_2020_11_22_09_20_37_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,173,55,117,227,0.925925926,0.002,3.70E-05
heart_2_2020_11_22_09_20_37_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,173,55,117,227,0.962962963,0.003,5.56E-05
heart_3_2020_11_21_19_57_08_best_test_optPRM_adagrad_model.json,heart,_adagrad_,139,46,92,184,0.888888889,0.001,1.85E-05
heart_3_2020_11_21_19_57_08_best_test_optPRM_adam_model.json,heart,_adam_,139,46,92,184,0.888888889,0,0
heart_3_2020_11_21_19_57_08_best_test_optPRM_gd_model.json,heart,_gd_,139,46,92,184,0.907407407,0,0
heart_3_2020_11_21_19_57_08_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,139,46,92,184,0.925925926,0,0
heart_3_2020_11_21_19_57_08_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,139,46,92,184,0.925925926,0,0
heart_3_2020_11_21_19_57_08_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,139,46,92,184,0.944444444,0.001,1.85E-05
heart_4_2020_11_22_10_07_11_best_test_optPRM_adagrad_model.json,heart,_adagrad_,156,52,103,207,0.814814815,0.001,1.85E-05
heart_4_2020_11_22_10_07_11_best_test_optPRM_adam_model.json,heart,_adam_,156,52,103,207,0.87037037,0,0
heart_4_2020_11_22_10_07_11_best_test_optPRM_gd_model.json,heart,_gd_,156,52,103,207,0.851851852,0,0
heart_4_2020_11_22_10_07_11_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,156,52,103,207,0.87037037,0.001,1.85E-05
heart_4_2020_11_22_10_07_11_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,156,52,103,207,0.87037037,0,0
heart_4_2020_11_22_10_07_11_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,156,52,103,207,0.888888889,0.001,1.85E-05
heart_5_2020_11_21_13_59_11_best_test_optPRM_adagrad_model.json,heart,_adagrad_,82,27,54,108,0.87037037,0,0
heart_5_2020_11_21_13_59_11_best_test_optPRM_adam_model.json,heart,_adam_,82,27,54,108,0.851851852,0,0
heart_5_2020_11_21_13_59_11_best_test_optPRM_gd_model.json,heart,_gd_,82,27,54,108,0.87037037,0.001,1.85E-05
heart_5_2020_11_21_13_59_11_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,82,27,54,108,0.888888889,0,0
heart_5_2020_11_21_13_59_11_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,82,27,54,108,0.888888889,0,0
heart_5_2020_11_21_13_59_11_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,82,27,54,108,0.888888889,0,0
heart_6_2020_11_21_10_27_54_best_test_optPRM_adagrad_model.json,heart,_adagrad_,75,24,50,98,0.833333333,0,0
heart_6_2020_11_21_10_27_54_best_test_optPRM_adam_model.json,heart,_adam_,75,24,50,98,0.851851852,0,0
heart_6_2020_11_21_10_27_54_best_test_optPRM_gd_model.json,heart,_gd_,75,24,50,98,0.833333333,0,0
heart_6_2020_11_21_10_27_54_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,75,24,50,98,0.851851852,0,0
heart_6_2020_11_21_10_27_54_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,75,24,50,98,0.851851852,0.001,1.85E-05
heart_6_2020_11_21_10_27_54_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,75,24,50,98,0.907407407,0,0
heart_7_2020_11_22_14_22_14_best_test_optPRM_adagrad_model.json,heart,_adagrad_,119,39,79,157,0.87037037,0.001,1.85E-05
heart_7_2020_11_22_14_22_14_best_test_optPRM_adam_model.json,heart,_adam_,119,39,79,157,0.888888889,0,0
heart_7_2020_11_22_14_22_14_best_test_optPRM_gd_model.json,heart,_gd_,119,39,79,157,0.87037037,0.002,3.70E-05
heart_7_2020_11_22_14_22_14_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,119,39,79,157,0.907407407,0,0
heart_7_2020_11_22_14_22_14_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,119,39,79,157,0.888888889,0.001,1.85E-05
heart_7_2020_11_22_14_22_14_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,119,39,79,157,0.907407407,0,0
heart_8_2020_11_22_17_49_34_best_test_optPRM_adagrad_model.json,heart,_adagrad_,183,59,123,241,0.907407407,0.001,1.85E-05
heart_8_2020_11_22_17_49_34_best_test_optPRM_adam_model.json,heart,_adam_,183,59,123,241,0.851851852,0,0
heart_8_2020_11_22_17_49_34_best_test_optPRM_gd_model.json,heart,_gd_,183,59,123,241,0.87037037,0.001,1.85E-05
heart_8_2020_11_22_17_49_34_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,183,59,123,241,0.888888889,0,0
heart_8_2020_11_22_17_49_34_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,183,59,123,241,0.888888889,0,0
heart_8_2020_11_22_17_49_34_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,183,59,123,241,0.925925926,0.001,1.85E-05
heart_9_2020_11_22_07_06_37_best_test_optPRM_adagrad_model.json,heart,_adagrad_,73,22,50,94,0.796296296,0,0
heart_9_2020_11_22_07_06_37_best_test_optPRM_adam_model.json,heart,_adam_,73,22,50,94,0.814814815,0,0
heart_9_2020_11_22_07_06_37_best_test_optPRM_gd_model.json,heart,_gd_,73,22,50,94,0.777777778,0,0
heart_9_2020_11_22_07_06_37_best_test_optPRM_momentum_gd_model.json,heart,_momentum_gd_,73,22,50,94,0.833333333,0,0
heart_9_2020_11_22_07_06_37_best_test_optPRM_nesterov_accelerated_gd_model.json,heart,_nesterov_accelerated_gd_,73,22,50,94,0.833333333,0,0
heart_9_2020_11_22_07_06_37_best_test_optPRM_rmsprop_model.json,heart,_rmsprop_,73,22,50,94,0.888888889,0,0
ionosphere_0_2020_11_21_19_11_01_best_test_optPRM_adagrad_model.json,ionosphere,_adagrad_,128,42,85,169,0.957746479,0.001,1.41E-05
ionosphere_0_2020_11_21_19_11_01_best_test_optPRM_adam_model.json,ionosphere,_adam_,128,42,85,169,0.929577465,0,0
ionosphere_0_2020_11_21_19_11_01_best_test_optPRM_gd_model.json,ionosphere,_gd_,128,42,85,169,0.971830986,0,0
ionosphere_0_2020_11_21_19_11_01_best_test_optPRM_momentum_gd_model.json,ionosphere,_momentum_gd_,128,42,85,169,0.985915493,0.001,1.41E-05
ionosphere_0_2020_11_21_19_11_01_best_test_optPRM_nesterov_accelerated_gd_model.json,ionosphere,_nesterov_accelerated_gd_,128,42,85,169,0.985915493,0.001,1.41E-05
ionosphere_0_2020_11_21_19_11_01_best_test_optPRM_rmsprop_model.json,ionosphere,_rmsprop_,128,42,85,169,1,0,0
ionosphere_10_2020_11_23_17_53_11_best_test_optPRM_adagrad_model.json,ionosphere,_adagrad_,121,41,79,161,0.887323944,0,0
ionosphere_10_2020_11_23_17_53_11_best_test_optPRM_adam_model.json,ionosphere,_adam_,121,41,79,161,0.830985915,0.002,2.82E-05
ionosphere_10_2020_11_23_17_53_11_best_test_optPRM_gd_model.json,ionosphere,_gd_,121,41,79,161,0.901408451,0,0
ionosphere_10_2020_11_23_17_53_11_best_test_optPRM_momentum_gd_model.json,ionosphere,_momentum_gd_,121,41,79,161,0.901408451,0,0
ionosphere_10_2020_11_23_17_53_11_best_test_optPRM_nesterov_accelerated_gd_model.json,ionosphere,_nesterov_accelerated_gd_,121,41,79,161,0.915492958,0,0
ionosphere_10_2020_11_23_17_53_11_best_test_optPRM_rmsprop_model.json,ionosphere,_rmsprop_,121,41,79,161,0.929577465,0,0
ionosphere_11_2020_11_24_07_36_13_best_test_optPRM_adagrad_model.json,ionosphere,_adagrad_,113,39,73,151,0.901408451,0,0
ionosphere_11_2020_11_24_07_36_13_best_test_optPRM_adam_model.json,ionosphere,_adam_,113,39,73,151,0.901408451,0,0
ionosphere_11_2020_11_24_07_36_13_best_test_optPRM_gd_model.json,ionosphere,_gd_,113,39,73,151,0.887323944,0.001,1.41E-05
ionosphere_11_2020_11_24_07_36_13_best_test_optPRM_momentum_gd_model.json,ionosphere,_momentum_gd_,113,39,73,151,0.929577465,0,0
ionosphere_11_2020_11_24_07_36_13_best_test_optPRM_nesterov_accelerated_gd_model.json,ionosphere,_nesterov_accelerated_gd_,113,39,73,151,0.929577465,0,0
ionosphere_11_2020_11_24_07_36_13_best_test_optPRM_rmsprop_model.json,ionosphere,_rmsprop_,113,39,73,151,0.985915493,0.001,1.41E-05
ionosphere_12_2020_11_21_20_59_52_best_test_optPRM_adagrad_model.json,ionosphere,_adagrad_,81,27,53,107,0.957746479,0.001,1.41E-05
ionosphere_12_2020_11_21_20_59_52_best_test_optPRM_adam_model.json,ionosphere,_adam_,81,27,53,107,0.985915493,0,0
ionosphere_12_2020_11_21_20_59_52_best_test_optPRM_gd_model.json,ionosphere,_gd_,81,27,53,107,0.943661972,0,0
ionosphere_12_2020_11_21_20_59_52_best_test_optPRM_momentum_gd_model.json,ionosphere,_momentum_gd_,81,27,53,107,0.985915493,0,0
