exp,data,algo,error_trn,error_tst,corr_trn,corr_tst,r2_trn,r2_tst,tree_size,func_node,leaf_node,train_param,compute_time,problem
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.14673912525177002,0.17391306161880493,,,0.85326087474823,0.8260869383811951,,,,1702,0.00031414412070011747,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.4275362491607666,0.5144927501678467,,,0.5724637508392334,0.4855072498321533,,,,1702,0.0003554825333581455,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.016304373741149902,0.18115943670272827,,,0.9836956262588501,0.8188405632972717,,,,1702,0.0003746890503427257,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.04166668653488159,0.18115943670272827,,,0.9583333134651184,0.8188405632972717,,,,1702,0.0003679990768432617,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.4275362491607666,0.5144927501678467,,,0.5724637508392334,0.4855072498321533,,,,1702,0.00034786911978237873,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.5724637806415558,0.4855072498321533,,,0.4275362193584442,0.5144927501678467,,,,1702,0.00029531034870424133,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.14673912525177002,0.2028985619544983,,,0.85326087474823,0.7971014380455017,,,,1702,0.0003151349399400794,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.385869562625885,0.34057968854904175,,,0.614130437374115,0.6594203114509583,,,,1702,0.0003503859043121338,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.009057998657226562,0.18115943670272827,,,0.9909420013427734,0.8188405632972717,,,,1702,0.0003099290357119795,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.05978262424468994,0.18115943670272827,,,0.9402173757553101,0.8188405632972717,,,,1702,0.0003088777479918107,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5489130318164825,0.5797101557254791,,,0.45108696818351746,0.4202898442745209,,,,1702,0.0003439723581507586,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.45108693838119507,0.42028987407684326,,,0.5489130616188049,0.5797101259231567,,,,1702,0.0003000078857808873,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.13405799865722656,0.14492756128311157,,,0.8659420013427734,0.8550724387168884,,,,1702,0.0003162393535392872,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.44384056329727173,0.4492753744125366,,,0.5561594367027283,0.5507246255874634,,,,1702,0.00029512548792189443,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.016304373741149902,0.1666666865348816,,,0.9836956262588501,0.8333333134651184,,,,1702,0.00032214366871377695,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.0362318754196167,0.17391306161880493,,,0.9637681245803833,0.8260869383811951,,,,1702,0.0003245999847633251,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.44384056329727173,0.4492753744125366,,,0.5561594367027283,0.5507246255874634,,,,1702,0.0003061277278955432,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.5561594069004059,0.5507246255874634,,,0.4438405930995941,0.4492753744125366,,,,1702,0.00031917639400648034,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.1612318754196167,0.14492756128311157,,,0.8387681245803833,0.8550724387168884,,,,1702,0.00030346452326014423,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.40398550033569336,0.3768116235733032,,,0.5960144996643066,0.6231883764266968,,,,1702,0.00028695446857507676,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.01086956262588501,0.1304348111152649,,,0.989130437374115,0.8695651888847351,,,,1702,0.0003680871880572775,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.03804349899291992,0.1521739363670349,,,0.9619565010070801,0.8478260636329651,,,,1702,0.00036882663118666494,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5507246255874634,0.5724637806415558,,,0.4492753744125366,0.4275362193584442,,,,1702,0.00044287330862404644,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.5507246255874634,0.5724637806415558,,,0.4492753744125366,0.4275362193584442,,,,1702,0.0003214957921401314,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.1304348111152649,0.11594200134277344,,,0.8695651888847351,0.8840579986572266,,,,1702,0.0003376197123873061,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.43115943670272827,0.4637681245803833,,,0.5688405632972717,0.5362318754196167,,,,1702,0.00032718414845673936,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.00724637508392334,0.13768118619918823,,,0.9927536249160767,0.8623188138008118,,,,1702,0.00034840037857276803,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.030797123908996582,0.1521739363670349,,,0.9692028760910034,0.8478260636329651,,,,1702,0.0003231461497320645,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.44021737575531006,0.4637681245803833,,,0.5597826242446899,0.5362318754196167,,,,1702,0.00032340486844380695,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.5597825944423676,0.5362318754196167,,,0.44021740555763245,0.4637681245803833,,,,1702,0.0003490888554116954,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.15398550033569336,0.2028985619544983,,,0.8460144996643066,0.7971014380455017,,,,1702,0.0003942441249239272,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.2554348111152649,0.31884056329727173,,,0.7445651888847351,0.6811594367027283,,,,1702,0.0003205930841141853,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.016304373741149902,0.14492756128311157,,,0.9836956262588501,0.8550724387168884,,,,1702,0.00031604974166206693,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.04710143804550171,0.14492756128311157,,,0.9528985619544983,0.8550724387168884,,,,1702,0.00035863337309464163,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.44384056329727173,0.4492753744125366,,,0.5561594367027283,0.5507246255874634,,,,1702,0.0003541492033695829,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.44384056329727173,0.4492753744125366,,,0.5561594367027283,0.5507246255874634,,,,1702,0.00035305601963098496,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.125,0.24637681245803833,,,0.875,0.7536231875419617,,,,1702,0.0002994420735732369,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.13405799865722656,0.24637681245803833,,,0.8659420013427734,0.7536231875419617,,,,1702,0.00031739516534667086,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.01086956262588501,0.19565218687057495,,,0.989130437374115,0.804347813129425,,,,1702,0.0003211411876954894,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.03804349899291992,0.24637681245803833,,,0.9619565010070801,0.7536231875419617,,,,1702,0.0002994550311047098,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5525362193584442,0.5652174055576324,,,0.4474637806415558,0.43478259444236755,,,,1702,0.0003298974555471669,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.4474637508392334,0.43478262424468994,,,0.5525362491607666,0.5652173757553101,,,,1702,0.0003681156946265179,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.12137681245803833,0.14492756128311157,,,0.8786231875419617,0.8550724387168884,,,,1702,0.00034054293148759484,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.15579712390899658,0.17391306161880493,,,0.8442028760910034,0.8260869383811951,,,,1702,0.0003042272899461829,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.01811593770980835,0.19565218687057495,,,0.9818840622901917,0.804347813129425,,,,1702,0.0003561364567798117,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.05797100067138672,0.21014493703842163,,,0.9420289993286133,0.7898550629615784,,,,1702,0.00032949188481206477,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5833333432674408,0.4420289993286133,,,0.4166666567325592,0.5579710006713867,,,,1702,0.0003674950288689655,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.4166666865348816,0.5579710006713867,,,0.5833333134651184,0.4420289993286133,,,,1702,0.000365240418392679,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.11231881380081177,0.239130437374115,,,0.8876811861991882,0.760869562625885,,,,1702,0.0003838932168656501,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.125,0.2246376872062683,,,0.875,0.7753623127937317,,,,1702,0.0003052746904069099,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.00724637508392334,0.1666666865348816,,,0.9927536249160767,0.8333333134651184,,,,1702,0.0003877143928970116,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.030797123908996582,0.2246376872062683,,,0.9692028760910034,0.7753623127937317,,,,1702,0.00036120328350343567,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.45652174949645996,0.39855074882507324,,,0.54347825050354,0.6014492511749268,,,,1702,0.0003940821557805158,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.54347825050354,0.6014492809772491,,,0.45652174949645996,0.39855071902275085,,,,1702,0.0003096197826274927,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.14673912525177002,0.17391306161880493,,,0.85326087474823,0.8260869383811951,,,,1702,0.00030101295830546945,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.41847825050354004,0.3333333134651184,,,0.58152174949646,0.6666666865348816,,,,1702,0.00032041902127473253,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.016304373741149902,0.1521739363670349,,,0.9836956262588501,0.8478260636329651,,,,1702,0.0002951639285985974,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.04347825050354004,0.1884058117866516,,,0.95652174949646,0.8115941882133484,,,,1702,0.0003537164218183877,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.46014493703842163,0.38405799865722656,,,0.5398550629615784,0.6159420013427734,,,,1702,0.000365463287934013,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.46014493703842163,0.38405799865722656,,,0.5398550629615784,0.6159420013427734,,,,1702,0.00035787190216175026,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.11231881380081177,0.1884058117866516,,,0.8876811861991882,0.8115941882133484,,,,1702,0.0004332074220629706,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.25905799865722656,0.2753623127937317,,,0.7409420013427734,0.7246376872062683,,,,1702,0.00034317590188289034,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.01449275016784668,0.1521739363670349,,,0.9855072498321533,0.8478260636329651,,,,1702,0.0003950228725654491,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.0362318754196167,0.1884058117866516,,,0.9637681245803833,0.8115941882133484,,,,1702,0.00036973668181377906,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5597825944423676,0.5362318754196167,,,0.44021740555763245,0.4637681245803833,,,,1702,0.00045914019363513893,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.44021737575531006,0.4637681245803833,,,0.5597826242446899,0.5362318754196167,,,,1702,0.0003590087095896403,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.08695650100708008,0.17391306161880493,,,0.9130434989929199,0.8260869383811951,,,,1702,0.0004067507343015809,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.5507246255874634,0.5724637806415558,,,0.4492753744125366,0.4275362193584442,,,,1702,0.0003551901250645734,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.009057998657226562,0.2246376872062683,,,0.9909420013427734,0.7753623127937317,,,,1702,0.0003826916217803955,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.027173936367034912,0.21739131212234497,,,0.9728260636329651,0.782608687877655,,,,1702,0.0003213921318883481,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5507246255874634,0.5724637806415558,,,0.4492753744125366,0.4275362193584442,,,,1702,0.00038062791893447655,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.5507246255874634,0.5724637806415558,,,0.4492753744125366,0.4275362193584442,,,,1702,0.00030527296273604685,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.08695650100708008,0.2028985619544983,,,0.9130434989929199,0.7971014380455017,,,,1702,0.0003648650818976803,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.5652174055576324,0.5144927501678467,,,0.43478259444236755,0.4855072498321533,,,,1702,0.0003124337265456932,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.01086956262588501,0.239130437374115,,,0.989130437374115,0.760869562625885,,,,1702,0.00039442898570627404,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.02536231279373169,0.18115943670272827,,,0.9746376872062683,0.8188405632972717,,,,1702,0.0003542900085449219,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.5652174055576324,0.5144927501678467,,,0.43478259444236755,0.4855072498321533,,,,1702,0.000332642724548561,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.43478262424468994,0.4855072498321533,,,0.5652173757553101,0.5144927501678467,,,,1702,0.0003490033357039742,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.12137681245803833,0.17391306161880493,,,0.8786231875419617,0.8260869383811951,,,,1702,0.0003830656625222469,class
MLP_relu_ES_No_Reg_No_npy,australian,Adam,0.30978262424468994,0.36231881380081177,,,0.6902173757553101,0.6376811861991882,,,,1702,0.0003236635871555494,class
MLP_relu_ES_No_Reg_No_npy,australian,Adagrad,0.01449275016784668,0.1521739363670349,,,0.9855072498321533,0.8478260636329651,,,,1702,0.00041197391523831135,class
MLP_relu_ES_No_Reg_No_npy,australian,SGD,0.03260868787765503,0.1666666865348816,,,0.967391312122345,0.8333333134651184,,,,1702,0.0003035798452902531,class
MLP_relu_ES_No_Reg_No_npy,australian,MGD,0.46014493703842163,0.38405799865722656,,,0.5398550629615784,0.6159420013427734,,,,1702,0.00037773407023885977,class
MLP_relu_ES_No_Reg_No_npy,australian,NAG,0.5398550629615784,0.6159420311450958,,,0.46014493703842163,0.3840579688549042,,,,1702,0.00036254913910575533,class
MLP_relu_ES_No_Reg_No_npy,australian,RMSprop,0.1521739363670349,0.18115943670272827,,,0.8478260636329651,0.8188405632972717,,,,1702,0.0003229353738867718,class
