index,Problem,Data,Algo,AccTst,Param
925,class,heart,Adagrad,0.8703703880310059,1602
926,class,glass,Adagrad,0.5813953280448914,1606
927,class,wisconsin,Adagrad,0.9736841917037964,3302
928,class,vehicle,Adagrad,0.7647058963775635,2304
929,class,australian,Adagrad,0.8695651888847351,1702
930,reg,mpg6,Adagrad,0.8835255860960594,701
931,class,iris,Adagrad,0.9666666388511658,803
932,reg,friedman,Adagrad,0.758121542305487,701
933,reg,diabetese,Adagrad,0.6067664442009779,1201
934,reg,baseball,Adagrad,0.6000761726693046,1801
935,class,ionosphere,Adagrad,0.9577465057373047,3602
936,reg,dee,Adagrad,0.7901591936321584,801
937,class,wine,Adagrad,0.9722222089767456,1703
938,reg,diabetese,Adam,-3.7704731181163913,1201
939,class,wine,Adam,1.0,1703
940,class,australian,Adam,0.8260869383811951,1702
941,class,pima,Adam,0.7402597665786743,1102
942,reg,baseball,Adam,-0.8338029001182194,1801
943,class,iris,Adam,0.9333333373069763,803
944,class,ionosphere,Adam,0.6056337952613831,3602
945,class,heart,Adam,0.8148148059844971,1602
946,class,glass,Adam,0.7441860437393188,1606
947,class,vehicle,Adam,0.6823529601097107,2304
948,reg,mpg6,Adam,-3.972746596562782,701
949,reg,dee,Adam,-4.511998500326432,801
950,reg,friedman,Adam,-9.688371628080944,701
951,class,wisconsin,Adam,0.9561403393745422,3302
952,class,wine,MGD,0.9722222089767456,1703
953,class,vehicle,MGD,0.8529411554336548,2304
954,class,pima,MGD,0.6753246784210205,1102
955,reg,mpg6,MGD,0.8507741576058665,701
956,reg,baseball,MGD,0.7125886612408789,1801
957,reg,friedman,MGD,0.9390195817090907,701
958,reg,diabetese,MGD,0.5108816836557228,1201
959,class,australian,MGD,0.8405796885490417,1702
960,class,iris,MGD,0.9333333373069763,803
961,reg,dee,MGD,0.7477230807360029,801
962,class,wisconsin,MGD,0.9385964870452881,3302
963,class,ionosphere,MGD,0.6760563254356384,3602
964,class,glass,MGD,0.6279069781303406,1606
965,class,heart,MGD,0.6666666865348816,1602
966,reg,baseball,NAG,0.5294169150539996,1801
967,class,heart,NAG,0.7962962985038757,1602
968,class,iris,NAG,0.9333333373069763,803
969,reg,dee,NAG,0.8318946962785654,801
970,class,vehicle,NAG,0.8176470398902893,2304
971,class,wisconsin,NAG,0.9385964870452881,3302
972,reg,mpg6,NAG,0.8433868125044568,701
973,reg,diabetese,NAG,0.4358779228201539,1201
974,reg,friedman,NAG,0.9419485089134098,701
975,class,australian,NAG,0.8768116235733032,1702
976,class,wine,NAG,1.0,1703
977,class,ionosphere,NAG,0.6338028311729431,3602
978,class,pima,NAG,0.7272727489471436,1102
979,class,glass,NAG,0.5581395626068115,1606
980,reg,dee,RMSprop,-5.987568787169049,801
981,reg,baseball,RMSprop,-0.40658963295237194,1801
982,class,iris,RMSprop,1.0,803
983,reg,mpg6,RMSprop,-7.889028261329049,701
984,class,glass,RMSprop,0.7209302186965942,1606
985,class,wisconsin,RMSprop,0.9824561476707458,3302
986,class,vehicle,RMSprop,0.8176470398902893,2304
987,reg,diabetese,RMSprop,0.052056988387383596,1201
988,class,pima,RMSprop,0.6818181872367859,1102
989,class,wine,RMSprop,0.9444444179534912,1703
990,class,australian,RMSprop,0.8188405632972717,1702
991,reg,friedman,RMSprop,0.8099885819366335,701
992,class,heart,RMSprop,0.8333333134651184,1602
993,class,ionosphere,RMSprop,0.9436619877815247,3602
994,reg,friedman,SGD,0.8892719578287291,701
995,class,wine,SGD,0.9722222089767456,1703
996,class,glass,SGD,0.6744186282157898,1606
997,class,ionosphere,SGD,0.8873239159584045,3602
998,reg,diabetese,SGD,0.5271524116934196,1201
999,class,australian,SGD,0.8333333134651184,1702
1000,class,vehicle,SGD,0.8823529481887817,2304
1001,reg,dee,SGD,0.8327377222651754,801
1002,reg,baseball,SGD,0.7763948932599006,1801
1003,class,heart,SGD,0.7962962985038757,1602
1004,class,wisconsin,SGD,0.9473684430122375,3302
1005,class,pima,SGD,0.7337662577629089,1102
1006,class,iris,SGD,0.9666666388511658,803
1007,reg,mpg6,SGD,0.856356731705523,701
1008,reg,dee,Adagrad,0.8270580940260962,801
1009,reg,friedman,Adagrad,0.8079159089966754,701
1010,class,vehicle,Adagrad,0.7588235139846802,2304
1011,class,heart,Adagrad,0.7777777910232544,1602
1012,reg,mpg6,Adagrad,0.786438679621527,701
1013,class,pima,Adagrad,0.7727272510528564,1102
1014,class,ionosphere,Adagrad,0.8591549396514893,3602
1015,class,wisconsin,Adagrad,0.9473684430122375,3302
1016,reg,diabetese,Adagrad,0.33665748758812497,1201
1017,reg,baseball,Adagrad,0.7457853785583836,1801
1018,class,iris,Adagrad,1.0,803
1019,class,australian,Adagrad,0.8623188138008118,1702
1020,class,wine,Adagrad,1.0,1703
1021,class,glass,Adagrad,0.7441860437393188,1606
1022,class,ionosphere,Adam,0.3802816867828369,3602
1023,reg,friedman,Adam,-7.626277131915984,701
1024,reg,dee,Adam,-4.722590619936562,801
1025,class,australian,Adam,0.8695651888847351,1702
1026,reg,baseball,Adam,-1.0831808978306525,1801
1027,reg,diabetese,Adam,-2.796614960263865,1201
1028,class,pima,Adam,0.7532467246055603,1102
1029,class,wine,Adam,0.9444444179534912,1703
1030,class,vehicle,Adam,0.6823529601097107,2304
1031,class,wisconsin,Adam,0.9824561476707458,3302
1032,class,glass,Adam,0.604651153087616,1606
1033,reg,mpg6,Adam,-8.497260852566233,701
1034,class,heart,Adam,0.7037037014961243,1602
1035,class,iris,Adam,0.9666666388511658,803
1036,class,vehicle,MGD,0.841176450252533,2304
1037,class,wisconsin,MGD,0.9736841917037964,3302
1038,class,iris,MGD,0.9666666388511658,803
1039,class,glass,MGD,0.4651162922382355,1606
1040,reg,diabetese,MGD,0.5106647195326965,1201
1041,reg,mpg6,MGD,0.8506023507368052,701
1042,reg,friedman,MGD,0.9220651527628652,701
1043,class,wine,MGD,0.9722222089767456,1703
1044,class,pima,MGD,0.6363636255264282,1102
1045,class,australian,MGD,0.804347813129425,1702
1046,class,heart,MGD,0.7592592835426331,1602
1047,reg,dee,MGD,0.7715237753223527,801
1048,class,ionosphere,MGD,0.591549277305603,3602
1049,reg,baseball,MGD,-0.6270043156151632,1801
1050,class,australian,NAG,0.782608687877655,1702
1051,class,glass,NAG,0.604651153087616,1606
1052,reg,dee,NAG,0.7853394567706675,801
1053,reg,mpg6,NAG,0.8582434068867162,701
1054,class,ionosphere,NAG,0.6619718074798584,3602
1055,class,wine,NAG,0.9722222089767456,1703
1056,class,pima,NAG,0.7727272510528564,1102
1057,reg,diabetese,NAG,0.2802718175563751,1201
1058,reg,baseball,NAG,0.512871306372396,1801
1059,class,wisconsin,NAG,0.9298245906829834,3302
1060,class,heart,NAG,0.7222222089767456,1602
1061,reg,friedman,NAG,0.9464142283656098,701
1062,class,vehicle,NAG,0.8647058606147766,2304
1063,class,iris,NAG,1.0,803
1064,class,iris,RMSprop,1.0,803
1065,class,wine,RMSprop,1.0,1703
1066,class,glass,RMSprop,0.6744186282157898,1606
1067,reg,mpg6,RMSprop,0.7895563395333847,701
1068,class,heart,RMSprop,0.7777777910232544,1602
1069,reg,baseball,RMSprop,-19.226823335772313,1801
1070,class,vehicle,RMSprop,0.7941176295280457,2304
1071,class,australian,RMSprop,0.8695651888847351,1702
1072,reg,diabetese,RMSprop,0.3723090105896407,1201
1073,reg,dee,RMSprop,-7.196791018266094,801
1074,reg,friedman,RMSprop,-7.590159838280352,701
1075,class,wisconsin,RMSprop,0.9473684430122375,3302
1076,class,pima,RMSprop,0.7402597665786743,1102
1077,class,ionosphere,RMSprop,0.98591548204422,3602
1078,reg,dee,SGD,0.8070148331462962,801
1079,class,ionosphere,SGD,0.8591549396514893,3602
1080,reg,diabetese,SGD,0.35326589505721706,1201
1081,reg,mpg6,SGD,0.8502744709904421,701
1082,class,australian,SGD,0.8115941882133484,1702
1083,reg,friedman,SGD,0.9268037686530468,701
1084,class,glass,SGD,0.7209302186965942,1606
1085,reg,baseball,SGD,0.5823178926314712,1801
1086,class,vehicle,SGD,0.8235294222831726,2304
1087,class,iris,SGD,0.9666666388511658,803
1088,class,wisconsin,SGD,0.9649122953414917,3302
1089,class,wine,SGD,0.9444444179534912,1703
1090,class,heart,SGD,0.7592592835426331,1602
1091,class,pima,SGD,0.6818181872367859,1102
1092,class,pima,Adagrad,0.7727272510528564,1102
1093,class,wine,Adagrad,0.9722222089767456,1703
1094,class,ionosphere,Adagrad,0.7887324094772339,3602
1095,class,vehicle,Adagrad,0.7647058963775635,2304
1096,reg,friedman,Adagrad,0.8014871752304848,701
1097,class,iris,Adagrad,0.9666666388511658,803
1098,class,glass,Adagrad,0.6744186282157898,1606
1099,reg,mpg6,Adagrad,0.7595747143369309,701
1100,reg,diabetese,Adagrad,0.5301876909012424,1201
1101,class,australian,Adagrad,0.8768116235733032,1702
1102,reg,baseball,Adagrad,0.7184303083278016,1801
1103,class,heart,Adagrad,0.7777777910232544,1602
1104,class,wisconsin,Adagrad,0.9912280440330505,3302
1105,reg,dee,Adagrad,0.8739734829942184,801
1106,class,heart,Adam,0.7962962985038757,1602
1107,reg,friedman,Adam,-7.566730782866841,701
1108,reg,mpg6,Adam,-4.506093130882662,701
1109,class,glass,Adam,0.5813953280448914,1606
1110,reg,baseball,Adam,-0.6418595129696829,1801
1111,class,pima,Adam,0.798701286315918,1102
1112,class,australian,Adam,0.8115941882133484,1702
1113,class,ionosphere,Adam,0.6056337952613831,3602
1114,class,iris,Adam,0.8999999761581421,803
1115,reg,dee,Adam,-6.160004910643686,801
1116,class,vehicle,Adam,0.7647058963775635,2304
1117,class,wine,Adam,1.0,1703
1118,reg,diabetese,Adam,-6.396527530648165,1201
1119,class,wisconsin,Adam,0.9649122953414917,3302
1120,reg,dee,MGD,0.8429607333181922,801
1121,reg,diabetese,MGD,0.555459563391739,1201
1122,class,heart,MGD,0.7777777910232544,1602
1123,class,australian,MGD,0.7898550629615784,1702
1124,reg,mpg6,MGD,0.6328552236832163,701
1125,class,wisconsin,MGD,0.9473684430122375,3302
1126,reg,baseball,MGD,-0.8472262112612565,1801
1127,class,pima,MGD,0.8116883039474487,1102
1128,reg,friedman,MGD,0.9435239849835554,701
1129,class,wine,MGD,1.0,1703
1130,class,ionosphere,MGD,0.5492957830429077,3602
1131,class,iris,MGD,0.9333333373069763,803
1132,class,vehicle,MGD,0.7647058963775635,2304
1133,class,glass,MGD,0.5813953280448914,1606
1134,class,wine,NAG,0.9444444179534912,1703
1135,class,heart,NAG,0.7407407164573669,1602
1136,class,ionosphere,NAG,0.6197183132171631,3602
1137,reg,mpg6,NAG,0.8588665941173497,701
1138,class,iris,NAG,0.9333333373069763,803
1139,class,wisconsin,NAG,0.9561403393745422,3302
1140,class,pima,NAG,0.7337662577629089,1102
1141,class,australian,NAG,0.8333333134651184,1702
1142,class,glass,NAG,0.5813953280448914,1606
1143,reg,friedman,NAG,0.9515543426549035,701
1144,reg,baseball,NAG,0.6412747553508205,1801
1145,reg,diabetese,NAG,0.36439202304603946,1201
1146,class,vehicle,NAG,0.7352941036224365,2304
1147,reg,dee,NAG,0.8306440095356459,801
1148,class,iris,RMSprop,0.9666666388511658,803
1149,class,heart,RMSprop,0.7222222089767456,1602
1150,class,australian,RMSprop,0.8115941882133484,1702
1151,reg,baseball,RMSprop,0.25272262091570674,1801
1152,class,glass,RMSprop,0.7209302186965942,1606
1153,reg,mpg6,RMSprop,0.6906781628218976,701
1154,class,wine,RMSprop,0.9722222089767456,1703
1155,reg,friedman,RMSprop,0.6613522924022793,701
1156,class,ionosphere,RMSprop,0.9577465057373047,3602
1157,class,vehicle,RMSprop,0.7235293984413147,2304
1158,reg,diabetese,RMSprop,0.43858232224575433,1201
1159,class,wisconsin,RMSprop,0.9035087823867798,3302
1160,class,pima,RMSprop,0.6948052048683167,1102
1161,reg,dee,RMSprop,-4.5481126458371985,801
1162,reg,friedman,SGD,0.8515641197495779,701
1163,class,heart,SGD,0.7407407164573669,1602
1164,reg,dee,SGD,0.7840836082371141,801
1165,class,pima,SGD,0.798701286315918,1102
1166,class,australian,SGD,0.8840579986572266,1702
1167,reg,diabetese,SGD,0.3561685353653393,1201
1168,class,vehicle,SGD,0.841176450252533,2304
1169,class,glass,SGD,0.6511628031730652,1606
1170,reg,baseball,SGD,0.7184919223112922,1801
1171,class,iris,SGD,1.0,803
1172,class,wine,SGD,1.0,1703
1173,class,wisconsin,SGD,0.9649122953414917,3302
1174,reg,mpg6,SGD,0.8755178019479436,701
1175,class,ionosphere,SGD,0.9577465057373047,3602
1176,class,pima,Adagrad,0.7727272510528564,1102
1177,class,vehicle,Adagrad,0.7647058963775635,2304
1178,reg,friedman,Adagrad,0.7934293824843851,701
1179,class,wine,Adagrad,0.9444444179534912,1703
1180,reg,baseball,Adagrad,0.7011888837888081,1801
1181,reg,diabetese,Adagrad,0.5099955355569891,1201
1182,class,wisconsin,Adagrad,0.9736841917037964,3302
1183,class,glass,Adagrad,0.6511628031730652,1606
1184,class,ionosphere,Adagrad,0.9014084339141846,3602
1185,class,australian,Adagrad,0.9057971239089966,1702
1186,class,iris,Adagrad,0.9333333373069763,803
1187,reg,dee,Adagrad,0.8257487033440644,801
1188,reg,mpg6,Adagrad,0.8290432032375197,701
1189,class,heart,Adagrad,0.7777777910232544,1602
1190,class,glass,Adam,0.6511628031730652,1606
1191,reg,baseball,Adam,-0.719921071741811,1801
1192,class,australian,Adam,0.7971014380455017,1702
1193,class,pima,Adam,0.6623376607894897,1102
1194,class,wisconsin,Adam,0.8421052694320679,3302
1195,class,heart,Adam,0.8333333134651184,1602
1196,reg,mpg6,Adam,-3.6712656617563946,701
1197,class,vehicle,Adam,0.658823549747467,2304
1198,class,ionosphere,Adam,0.30985915660858154,3602
1199,class,wine,Adam,1.0,1703
1200,reg,friedman,Adam,-6.507408401554642,701
1201,reg,diabetese,Adam,-2.9791591888873787,1201
1202,reg,dee,Adam,-5.878000609879454,801
1203,class,iris,Adam,0.9666666388511658,803
1204,reg,diabetese,MGD,0.5847636255800208,1201
1205,reg,mpg6,MGD,0.8950946292827611,701
1206,class,ionosphere,MGD,0.6338028311729431,3602
1207,class,wine,MGD,0.9722222089767456,1703
1208,class,heart,MGD,0.7222222089767456,1602
1209,class,australian,MGD,0.8260869383811951,1702
1210,class,wisconsin,MGD,0.9824561476707458,3302
1211,reg,dee,MGD,0.8369667834482346,801
1212,class,iris,MGD,0.9333333373069763,803
1213,reg,baseball,MGD,-1.0675589215241041,1801
1214,reg,friedman,MGD,0.8862347617613994,701
1215,class,glass,MGD,0.604651153087616,1606
1216,class,vehicle,MGD,0.3176470696926117,2304
1217,class,pima,MGD,0.6818181872367859,1102
1218,class,vehicle,NAG,0.8117647171020508,2304
1219,reg,baseball,NAG,0.7802880774874533,1801
1220,class,heart,NAG,0.8333333134651184,1602
1221,class,wisconsin,NAG,0.9736841917037964,3302
1222,reg,diabetese,NAG,0.5627215607243392,1201
1223,class,ionosphere,NAG,0.6338028311729431,3602
1224,class,wine,NAG,1.0,1703
1225,class,iris,NAG,1.0,803
1226,reg,mpg6,NAG,0.8146860574685894,701
1227,class,glass,NAG,0.7441860437393188,1606
1228,reg,friedman,NAG,0.9495304498312611,701
1229,class,pima,NAG,0.6753246784210205,1102
1230,class,australian,NAG,0.8405796885490417,1702
1231,reg,dee,NAG,0.8013117307026976,801
1232,class,heart,RMSprop,0.7592592835426331,1602
1233,class,iris,RMSprop,0.8999999761581421,803
1234,reg,dee,RMSprop,0.5415374814423748,801
1235,class,wisconsin,RMSprop,0.9649122953414917,3302
1236,reg,baseball,RMSprop,-21.96447143544705,1801
1237,class,vehicle,RMSprop,0.7411764860153198,2304
1238,class,pima,RMSprop,0.7532467246055603,1102
1239,class,glass,RMSprop,0.6279069781303406,1606
1240,reg,friedman,RMSprop,-6.956472154531745,701
1241,reg,mpg6,RMSprop,0.733887196146717,701
1242,class,australian,RMSprop,0.8478260636329651,1702
1243,reg,diabetese,RMSprop,0.10895534957583641,1201
1244,class,wine,RMSprop,0.9722222089767456,1703
1245,class,ionosphere,RMSprop,0.8450704216957092,3602
1246,reg,dee,SGD,0.8203298969821329,801
1247,class,pima,SGD,0.798701286315918,1102
1248,reg,diabetese,SGD,0.5528840428728216,1201
1249,class,glass,SGD,0.7209302186965942,1606
1250,class,wisconsin,SGD,0.9385964870452881,3302
1251,reg,mpg6,SGD,0.8588904412836029,701
1252,class,heart,SGD,0.8333333134651184,1602
1253,reg,baseball,SGD,0.6788040219985656,1801
1254,class,vehicle,SGD,0.800000011920929,2304
1255,class,ionosphere,SGD,0.9295774698257446,3602
1256,class,wine,SGD,0.9444444179534912,1703
1257,class,australian,SGD,0.8840579986572266,1702
1258,reg,friedman,SGD,0.8352937644956967,701
1259,class,iris,SGD,1.0,803
1260,class,iris,Adagrad,0.9666666388511658,803
1261,class,wisconsin,Adagrad,0.9824561476707458,3302
1262,class,australian,Adagrad,0.8333333134651184,1702
1263,class,vehicle,Adagrad,0.8058823347091675,2304
1264,reg,diabetese,Adagrad,0.5392724552904105,1201
1265,reg,dee,Adagrad,0.777320820806152,801
1266,class,ionosphere,Adagrad,0.9295774698257446,3602
1267,class,heart,Adagrad,0.8703703880310059,1602
1268,class,pima,Adagrad,0.7727272510528564,1102
1269,class,wine,Adagrad,0.9722222089767456,1703
1270,reg,friedman,Adagrad,0.7744982296392628,701
1271,reg,baseball,Adagrad,0.7174307165184983,1801
1272,reg,mpg6,Adagrad,0.8422823324125417,701
1273,class,glass,Adagrad,0.604651153087616,1606
1274,reg,dee,Adam,-5.19990388861214,801
1275,reg,friedman,Adam,-7.685816071267281,701
1276,class,vehicle,Adam,0.6647058725357056,2304
1277,class,heart,Adam,0.7962962985038757,1602
1278,reg,mpg6,Adam,-3.629107464577541,701
1279,class,australian,Adam,0.8188405632972717,1702
1280,reg,diabetese,Adam,-2.4591280826216457,1201
1281,class,wine,Adam,0.9722222089767456,1703
1282,class,iris,Adam,1.0,803
1283,class,pima,Adam,0.7337662577629089,1102
1284,class,glass,Adam,0.7674418687820435,1606
1285,class,ionosphere,Adam,0.3802816867828369,3602
1286,reg,baseball,Adam,-0.6917305653274195,1801
1287,class,wisconsin,Adam,0.9473684430122375,3302
1288,class,wine,MGD,0.9722222089767456,1703
1289,class,pima,MGD,0.7142857313156128,1102
1290,class,glass,MGD,0.604651153087616,1606
1291,class,iris,MGD,0.9666666388511658,803
1292,reg,mpg6,MGD,0.8862472329302771,701
1293,class,vehicle,MGD,0.7823529243469238,2304
1294,reg,friedman,MGD,0.941047940677466,701
1295,reg,baseball,MGD,-0.832478137455092,1801
1296,class,australian,MGD,0.8260869383811951,1702
1297,reg,dee,MGD,0.812996854874062,801
1298,class,wisconsin,MGD,0.9561403393745422,3302
1299,class,ionosphere,MGD,0.4225352108478546,3602
1300,reg,diabetese,MGD,0.5062330030835158,1201
1301,class,heart,MGD,0.7777777910232544,1602
1302,class,heart,NAG,0.7592592835426331,1602
1303,reg,baseball,NAG,0.5759392806733714,1801
1304,class,wisconsin,NAG,0.9561403393745422,3302
1305,reg,friedman,NAG,0.9513359091606027,701
1306,class,glass,NAG,0.6744186282157898,1606
1307,reg,mpg6,NAG,0.8892622009289095,701
1308,class,ionosphere,NAG,0.7323943376541138,3602
1309,class,iris,NAG,0.9666666388511658,803
1310,class,wine,NAG,0.9722222089767456,1703
1311,class,australian,NAG,0.8188405632972717,1702
1312,class,vehicle,NAG,0.7235293984413147,2304
1313,reg,diabetese,NAG,0.5392706467074825,1201
1314,class,pima,NAG,0.6948052048683167,1102
1315,reg,dee,NAG,0.7667476173468083,801
1316,class,australian,RMSprop,0.8478260636329651,1702
1317,class,ionosphere,RMSprop,0.9295774698257446,3602
1318,class,heart,RMSprop,0.7777777910232544,1602
1319,class,pima,RMSprop,0.7272727489471436,1102
1320,class,vehicle,RMSprop,0.699999988079071,2304
1321,reg,mpg6,RMSprop,0.8005080955970243,701
1322,reg,dee,RMSprop,0.7727446036064447,801
1323,reg,friedman,RMSprop,0.6447182023979963,701
1324,class,wisconsin,RMSprop,0.9473684430122375,3302
1325,class,wine,RMSprop,0.9722222089767456,1703
1326,reg,baseball,RMSprop,0.6645895598346807,1801
1327,reg,diabetese,RMSprop,0.40698524954567605,1201
1328,class,glass,RMSprop,0.6744186282157898,1606
1329,class,iris,RMSprop,0.9666666388511658,803
1330,class,iris,SGD,0.9666666388511658,803
1331,class,wine,SGD,1.0,1703
1332,class,wisconsin,SGD,1.0,3302
1333,reg,diabetese,SGD,0.5244407004317324,1201
1334,class,pima,SGD,0.7792207598686218,1102
1335,class,australian,SGD,0.8260869383811951,1702
1336,class,vehicle,SGD,0.8705882430076599,2304
1337,class,ionosphere,SGD,0.9014084339141846,3602
1338,reg,baseball,SGD,0.7474694697818054,1801
1339,class,glass,SGD,0.6976743936538696,1606
1340,reg,mpg6,SGD,0.7692745697993795,701
1341,reg,friedman,SGD,0.8398662650987034,701
1342,class,heart,SGD,0.8148148059844971,1602
1343,reg,dee,SGD,0.8722889304662991,801
1344,class,pima,Adagrad,0.7532467246055603,1102
1345,reg,diabetese,Adagrad,0.566377124519067,1201
1346,class,wisconsin,Adagrad,0.9473684430122375,3302
1347,class,iris,Adagrad,0.9333333373069763,803
1348,class,heart,Adagrad,0.8148148059844971,1602
1349,reg,dee,Adagrad,0.8094152131089498,801
1350,class,ionosphere,Adagrad,0.9295774698257446,3602
1351,class,vehicle,Adagrad,0.7764706015586853,2304
1352,reg,mpg6,Adagrad,0.8287734924491162,701
1353,reg,friedman,Adagrad,0.7639482263307025,701
1354,class,wine,Adagrad,1.0,1703
1355,class,glass,Adagrad,0.4883720874786377,1606
1356,class,australian,Adagrad,0.7971014380455017,1702
1357,reg,baseball,Adagrad,0.740856821726059,1801
1358,class,wisconsin,Adam,0.9385964870452881,3302
1359,class,ionosphere,Adam,0.6056337952613831,3602
1360,class,iris,Adam,0.9666666388511658,803
1361,class,heart,Adam,0.8518518805503845,1602
1362,reg,dee,Adam,-5.502813781277278,801
1363,reg,mpg6,Adam,-5.191712031822431,701
1364,reg,diabetese,Adam,-3.1630589128671796,1201
1365,class,vehicle,Adam,0.6882352828979492,2304
1366,reg,friedman,Adam,-8.176879193934298,701
1367,reg,baseball,Adam,-0.8498846356628589,1801
1368,class,pima,Adam,0.6883116960525513,1102
1369,class,wine,Adam,0.9722222089767456,1703
1370,class,australian,Adam,0.8260869383811951,1702
1371,class,glass,Adam,0.4883720874786377,1606
1372,class,pima,MGD,0.6753246784210205,1102
1373,class,heart,MGD,0.8703703880310059,1602
1374,class,ionosphere,MGD,0.3661971688270569,3602
1375,reg,diabetese,MGD,0.5439771542214538,1201
1376,class,australian,MGD,0.7971014380455017,1702
1377,class,wine,MGD,1.0,1703
1378,reg,dee,MGD,0.8446079002304555,801
1379,class,glass,MGD,0.6976743936538696,1606
1380,reg,friedman,MGD,0.9387371965736017,701
1381,class,iris,MGD,1.0,803
1382,reg,baseball,MGD,0.5751052656025711,1801
1383,reg,mpg6,MGD,0.8616503261346862,701
1384,class,vehicle,MGD,0.8294117450714111,2304
1385,class,wisconsin,MGD,0.9473684430122375,3302
1386,class,iris,NAG,0.9666666388511658,803
1387,class,ionosphere,NAG,0.2535211145877838,3602
1388,class,heart,NAG,0.7777777910232544,1602
1389,reg,baseball,NAG,0.4437636940908367,1801
1390,reg,mpg6,NAG,0.880759847303338,701
1391,reg,diabetese,NAG,0.29898924699893203,1201
1392,class,vehicle,NAG,0.800000011920929,2304
1393,class,wine,NAG,1.0,1703
1394,reg,dee,NAG,0.8480504077421763,801
1395,reg,friedman,NAG,0.9471531209007535,701
1396,class,pima,NAG,0.7532467246055603,1102
1397,class,glass,NAG,0.6279069781303406,1606
1398,class,wisconsin,NAG,0.9736841917037964,3302
1399,class,australian,NAG,0.7753623127937317,1702
1400,class,glass,RMSprop,0.7441860437393188,1606
1401,reg,diabetese,RMSprop,0.03723880277070246,1201
1402,class,wisconsin,RMSprop,0.9385964870452881,3302
1403,reg,dee,RMSprop,0.7968683939675684,801
1404,class,heart,RMSprop,0.7962962985038757,1602
1405,class,iris,RMSprop,0.9333333373069763,803
1406,class,vehicle,RMSprop,0.8117647171020508,2304
1407,class,australian,RMSprop,0.7971014380455017,1702
1408,reg,baseball,RMSprop,0.26822076872829526,1801
1409,reg,mpg6,RMSprop,-7.308987788328789,701
1410,reg,friedman,RMSprop,0.8442301467139939,701
1411,class,ionosphere,RMSprop,0.9718309640884399,3602
1412,class,wine,RMSprop,0.9722222089767456,1703
1413,class,pima,RMSprop,0.6883116960525513,1102
1414,reg,mpg6,SGD,0.8584154470619537,701
1415,class,ionosphere,SGD,0.8873239159584045,3602
1416,class,australian,SGD,0.804347813129425,1702
1417,class,pima,SGD,0.8181818127632141,1102
1418,class,vehicle,SGD,0.8176470398902893,2304
1419,class,iris,SGD,1.0,803
1420,reg,diabetese,SGD,0.5786440980068285,1201
1421,class,wine,SGD,1.0,1703
1422,reg,friedman,SGD,0.8916592768007146,701
1423,class,heart,SGD,0.7222222089767456,1602
1424,reg,dee,SGD,0.8440767828101049,801
1425,class,wisconsin,SGD,0.9385964870452881,3302
1426,class,glass,SGD,0.7441860437393188,1606
1427,reg,baseball,SGD,0.5241324656723758,1801
1428,class,wisconsin,Adagrad,0.9736841917037964,3302
1429,class,ionosphere,Adagrad,0.8450704216957092,3602
1430,class,heart,Adagrad,0.8703703880310059,1602
1431,class,glass,Adagrad,0.6976743936538696,1606
1432,reg,baseball,Adagrad,0.726475342492217,1801
1433,reg,dee,Adagrad,0.7437389544024127,801
1434,class,iris,Adagrad,0.9666666388511658,803
1435,class,wine,Adagrad,0.9722222089767456,1703
1436,class,pima,Adagrad,0.7857142686843872,1102
1437,reg,diabetese,Adagrad,0.45772447746213873,1201
1438,reg,mpg6,Adagrad,0.8392396060175434,701
1439,reg,friedman,Adagrad,0.8352261321081329,701
1440,class,australian,Adagrad,0.8695651888847351,1702
1441,class,vehicle,Adagrad,0.8294117450714111,2304
1442,class,ionosphere,Adam,0.6197183132171631,3602
1443,class,heart,Adam,0.8333333134651184,1602
1444,class,wine,Adam,0.9444444179534912,1703
1445,class,pima,Adam,0.7727272510528564,1102
1446,reg,mpg6,Adam,-3.0885829299069947,701
1447,class,vehicle,Adam,0.7352941036224365,2304
1448,class,australian,Adam,0.804347813129425,1702
1449,reg,dee,Adam,-4.302434782458602,801
1450,class,iris,Adam,0.8999999761581421,803
1451,reg,friedman,Adam,-8.03813794266599,701
1452,class,wisconsin,Adam,0.9736841917037964,3302
1453,class,glass,Adam,0.4651162922382355,1606
1454,reg,baseball,Adam,-0.7162725617695143,1801
1455,reg,diabetese,Adam,-6.614720853470743,1201
1456,class,glass,MGD,0.6744186282157898,1606
1457,class,wine,MGD,0.9722222089767456,1703
1458,reg,diabetese,MGD,0.2750711119486816,1201
1459,class,heart,MGD,0.7222222089767456,1602
1460,reg,friedman,MGD,0.9189251149813554,701
1461,reg,dee,MGD,0.8941813350426213,801
1462,class,vehicle,MGD,0.8117647171020508,2304
1463,reg,baseball,MGD,0.6644464708073885,1801
1464,class,iris,MGD,1.0,803
1465,class,ionosphere,MGD,0.3661971688270569,3602
1466,reg,mpg6,MGD,0.8834361784387303,701
1467,class,pima,MGD,0.7402597665786743,1102
1468,class,australian,MGD,0.8115941882133484,1702
1469,class,wisconsin,MGD,0.9824561476707458,3302
1470,class,wine,NAG,1.0,1703
1471,reg,baseball,NAG,0.7463808027497805,1801
1472,class,glass,NAG,0.604651153087616,1606
1473,class,ionosphere,NAG,0.2957746386528015,3602
1474,class,australian,NAG,0.7971014380455017,1702
1475,class,vehicle,NAG,0.7411764860153198,2304
1476,reg,diabetese,NAG,0.5775878492257941,1201
