index,Problem,Data,Algo,AccTst,Param
1477,class,pima,NAG,0.7467532753944397,1102
1478,class,heart,NAG,0.8518518805503845,1602
1479,class,wisconsin,NAG,0.9736841917037964,3302
1480,reg,friedman,NAG,0.9364632218018321,701
1481,reg,dee,NAG,0.798308672471469,801
1482,reg,mpg6,NAG,0.8818206967890811,701
1483,class,iris,NAG,0.9333333373069763,803
1484,reg,dee,RMSprop,0.751287597876374,801
1485,reg,mpg6,RMSprop,-7.452312264397843,701
1486,class,glass,RMSprop,0.7906976938247681,1606
1487,class,iris,RMSprop,1.0,803
1488,class,wine,RMSprop,1.0,1703
1489,reg,friedman,RMSprop,0.6537022983336775,701
1490,class,ionosphere,RMSprop,0.9154929518699646,3602
1491,reg,baseball,RMSprop,0.4793314469211143,1801
1492,class,pima,RMSprop,0.6948052048683167,1102
1493,reg,diabetese,RMSprop,-6.56492432642483,1201
1494,class,heart,RMSprop,0.7222222089767456,1602
1495,class,australian,RMSprop,0.8478260636329651,1702
1496,class,wisconsin,RMSprop,0.9298245906829834,3302
1497,class,vehicle,RMSprop,0.7058823704719543,2304
1498,class,wisconsin,SGD,0.9912280440330505,3302
1499,reg,dee,SGD,0.8684091927829399,801
1500,class,iris,SGD,0.9333333373069763,803
1501,class,wine,SGD,0.9722222089767456,1703
1502,reg,friedman,SGD,0.9081115706884108,701
1503,class,vehicle,SGD,0.7823529243469238,2304
1504,reg,baseball,SGD,0.7603387251357788,1801
1505,class,pima,SGD,0.7922077775001526,1102
1506,reg,diabetese,SGD,0.525450251962958,1201
1507,class,heart,SGD,0.7592592835426331,1602
1508,class,glass,SGD,0.6511628031730652,1606
1509,class,ionosphere,SGD,0.9154929518699646,3602
1510,reg,mpg6,SGD,0.8506596782607195,701
1511,class,australian,SGD,0.8550724387168884,1702
1512,class,glass,Adagrad,0.7906976938247681,1606
1513,reg,mpg6,Adagrad,0.8773774714565146,701
1514,reg,baseball,Adagrad,0.6410249245679371,1801
1515,class,iris,Adagrad,1.0,803
1516,class,heart,Adagrad,0.8333333134651184,1602
1517,reg,diabetese,Adagrad,0.4850193982476658,1201
1518,class,wine,Adagrad,0.9722222089767456,1703
1519,class,pima,Adagrad,0.8311688303947449,1102
1520,class,australian,Adagrad,0.8550724387168884,1702
1521,reg,dee,Adagrad,0.8186666321031834,801
1522,reg,friedman,Adagrad,0.7916134009375995,701
1523,class,wisconsin,Adagrad,0.9385964870452881,3302
1524,class,vehicle,Adagrad,0.7882353067398071,2304
1525,class,ionosphere,Adagrad,0.8732394576072693,3602
1526,class,ionosphere,Adam,0.7042253613471985,3602
1527,reg,mpg6,Adam,-7.286230970322521,701
1528,class,glass,Adam,0.604651153087616,1606
1529,class,australian,Adam,0.8768116235733032,1702
1530,class,iris,Adam,1.0,803
1531,reg,baseball,Adam,-13.588235353895204,1801
1532,reg,friedman,Adam,-7.952378709430697,701
1533,class,wisconsin,Adam,0.9824561476707458,3302
1534,class,wine,Adam,1.0,1703
1535,class,vehicle,Adam,0.6529411673545837,2304
1536,class,heart,Adam,0.7407407164573669,1602
1537,class,pima,Adam,0.6688311696052551,1102
1538,reg,dee,Adam,-4.869856972483106,801
1539,reg,diabetese,Adam,-2.882914046264676,1201
1540,reg,dee,MGD,0.8093120606513888,801
1541,class,australian,MGD,0.8115941882133484,1702
1542,class,wine,MGD,1.0,1703
1543,class,vehicle,MGD,0.7235293984413147,2304
1544,class,glass,MGD,0.6511628031730652,1606
1545,reg,friedman,MGD,0.9403812127742961,701
1546,class,pima,MGD,0.701298713684082,1102
1547,class,ionosphere,MGD,0.4084506928920746,3602
1548,class,heart,MGD,0.7222222089767456,1602
1549,reg,mpg6,MGD,0.8551486045669662,701
1550,reg,diabetese,MGD,0.4175910792245864,1201
1551,class,wisconsin,MGD,0.9649122953414917,3302
1552,reg,baseball,MGD,0.5995825185030783,1801
1553,class,iris,MGD,0.9666666388511658,803
1554,reg,friedman,NAG,0.9373665690699224,701
1555,class,wisconsin,NAG,0.9824561476707458,3302
1556,reg,mpg6,NAG,0.8929697303509265,701
1557,class,australian,NAG,0.804347813129425,1702
1558,reg,baseball,NAG,0.49118226358028505,1801
1559,reg,diabetese,NAG,0.6405509250925392,1201
1560,class,iris,NAG,0.9333333373069763,803
1561,class,ionosphere,NAG,0.35211268067359924,3602
1562,class,vehicle,NAG,0.8176470398902893,2304
1563,class,heart,NAG,0.7777777910232544,1602
1564,class,pima,NAG,0.7857142686843872,1102
1565,class,glass,NAG,0.5813953280448914,1606
1566,reg,dee,NAG,0.8030286809001397,801
1567,class,wine,NAG,1.0,1703
1568,reg,dee,RMSprop,0.7937244303739583,801
1569,class,ionosphere,RMSprop,0.9295774698257446,3602
1570,class,wine,RMSprop,0.9444444179534912,1703
1571,class,glass,RMSprop,0.604651153087616,1606
1572,class,iris,RMSprop,0.9666666388511658,803
1573,reg,friedman,RMSprop,0.6446277676564321,701
1574,reg,mpg6,RMSprop,-7.055689527136252,701
1575,reg,baseball,RMSprop,-0.03544653485078597,1801
1576,class,australian,RMSprop,0.8260869383811951,1702
1577,class,wisconsin,RMSprop,0.8859649300575256,3302
1578,class,pima,RMSprop,0.701298713684082,1102
1579,class,heart,RMSprop,0.8148148059844971,1602
1580,class,vehicle,RMSprop,0.7470588088035583,2304
1581,reg,diabetese,RMSprop,0.18516099577845258,1201
1582,class,ionosphere,SGD,0.9295774698257446,3602
1583,class,glass,SGD,0.5581395626068115,1606
1584,class,australian,SGD,0.8478260636329651,1702
1585,reg,dee,SGD,0.7369271870401348,801
1586,class,iris,SGD,0.9333333373069763,803
1587,reg,mpg6,SGD,0.8813142448156377,701
1588,class,pima,SGD,0.7792207598686218,1102
1589,reg,friedman,SGD,0.8830464382736329,701
1590,reg,diabetese,SGD,0.4889983184566986,1201
1591,class,heart,SGD,0.7222222089767456,1602
1592,class,vehicle,SGD,0.8529411554336548,2304
1593,class,wisconsin,SGD,0.9210526347160339,3302
1594,reg,baseball,SGD,0.6038838023301962,1801
1595,class,wine,SGD,0.9722222089767456,1703
1596,reg,dee,Adagrad,0.7832463653107626,801
1597,class,australian,Adagrad,0.8768116235733032,1702
1598,class,heart,Adagrad,0.8703703880310059,1602
1599,reg,baseball,Adagrad,0.5237883153325298,1801
1600,class,wisconsin,Adagrad,0.9824561476707458,3302
1601,class,vehicle,Adagrad,0.7764706015586853,2304
1602,reg,friedman,Adagrad,0.7579483445253433,701
1603,class,iris,Adagrad,0.8999999761581421,803
1604,class,wine,Adagrad,0.9722222089767456,1703
1605,reg,mpg6,Adagrad,0.8590091629598204,701
1606,class,glass,Adagrad,0.6744186282157898,1606
1607,reg,diabetese,Adagrad,0.4824973384035498,1201
1608,class,pima,Adagrad,0.7532467246055603,1102
1609,class,ionosphere,Adagrad,0.9154929518699646,3602
1610,class,vehicle,Adam,0.6882352828979492,2304
1611,reg,mpg6,Adam,-4.955381447340027,701
1612,class,wine,Adam,0.9722222089767456,1703
1613,class,australian,Adam,0.8695651888847351,1702
1614,reg,baseball,Adam,-0.7722804610853953,1801
1615,class,iris,Adam,0.9666666388511658,803
1616,class,heart,Adam,0.7407407164573669,1602
1617,class,pima,Adam,0.7597402334213257,1102
1618,reg,diabetese,Adam,-2.629796219102492,1201
1619,class,glass,Adam,0.7209302186965942,1606
1620,reg,dee,Adam,-4.886229351121121,801
1621,reg,friedman,Adam,-7.372011503031288,701
1622,class,wisconsin,Adam,0.9736841917037964,3302
1623,class,ionosphere,Adam,0.26760563254356384,3602
1624,reg,diabetese,MGD,0.4441630161838793,1201
1625,class,heart,MGD,0.7407407164573669,1602
1626,class,australian,MGD,0.8260869383811951,1702
1627,reg,dee,MGD,0.8240658489463277,801
1628,class,glass,MGD,0.7674418687820435,1606
1629,class,wine,MGD,0.9444444179534912,1703
1630,class,pima,MGD,0.6753246784210205,1102
1631,class,iris,MGD,0.9666666388511658,803
1632,reg,friedman,MGD,0.9371959797888476,701
1633,class,ionosphere,MGD,0.5633803009986877,3602
1634,reg,mpg6,MGD,0.9063991914664902,701
1635,class,wisconsin,MGD,0.9561403393745422,3302
1636,reg,baseball,MGD,0.5669408910868532,1801
1637,class,vehicle,MGD,0.841176450252533,2304
1638,class,australian,NAG,0.8550724387168884,1702
1639,class,wine,NAG,1.0,1703
1640,reg,friedman,NAG,0.9459348009505216,701
1641,reg,baseball,NAG,0.7777026103436353,1801
1642,class,glass,NAG,0.6976743936538696,1606
1643,class,wisconsin,NAG,0.9736841917037964,3302
1644,class,iris,NAG,1.0,803
1645,class,vehicle,NAG,0.8117647171020508,2304
1646,reg,mpg6,NAG,0.7729451025136442,701
1647,class,ionosphere,NAG,0.6760563254356384,3602
1648,class,heart,NAG,0.8148148059844971,1602
1649,reg,diabetese,NAG,0.40216482881061877,1201
1650,reg,dee,NAG,0.7905510647946932,801
1651,class,pima,NAG,0.7597402334213257,1102
1652,class,wisconsin,RMSprop,0.9561403393745422,3302
1653,class,vehicle,RMSprop,0.770588219165802,2304
1654,class,wine,RMSprop,0.9722222089767456,1703
1655,reg,dee,RMSprop,0.6923733703358087,801
1656,class,pima,RMSprop,0.7272727489471436,1102
1657,class,ionosphere,RMSprop,0.9577465057373047,3602
1658,reg,diabetese,RMSprop,-6.116741725830031,1201
1659,reg,mpg6,RMSprop,0.6571606702384867,701
1660,class,australian,RMSprop,0.7898550629615784,1702
1661,reg,friedman,RMSprop,0.7867215658218605,701
1662,class,glass,RMSprop,0.5581395626068115,1606
1663,class,iris,RMSprop,0.8999999761581421,803
1664,class,heart,RMSprop,0.7592592835426331,1602
1665,reg,baseball,RMSprop,0.35526147188076096,1801
1666,class,glass,SGD,0.7441860437393188,1606
1667,reg,mpg6,SGD,0.8774910127042559,701
1668,reg,dee,SGD,0.8302877933491128,801
1669,class,iris,SGD,1.0,803
1670,reg,baseball,SGD,0.6100789128044883,1801
1671,class,ionosphere,SGD,0.9295774698257446,3602
1672,class,wine,SGD,0.9722222089767456,1703
1673,reg,friedman,SGD,0.7970978773762392,701
1674,reg,diabetese,SGD,0.543793191640565,1201
1675,class,pima,SGD,0.7792207598686218,1102
1676,class,heart,SGD,0.7592592835426331,1602
1677,class,vehicle,SGD,0.8470588326454163,2304
1678,class,australian,SGD,0.8405796885490417,1702
1679,class,wisconsin,SGD,0.9824561476707458,3302
1680,reg,dee,Adagrad,0.8374799744657695,801
1681,reg,diabetese,Adagrad,0.40053484124339755,1201
1682,class,wine,Adagrad,0.9166666865348816,1703
1683,reg,baseball,Adagrad,0.6520925439986709,1801
1684,class,australian,Adagrad,0.8695651888847351,1702
1685,reg,mpg6,Adagrad,0.8360190642340796,701
1686,class,glass,Adagrad,0.604651153087616,1606
1687,class,wisconsin,Adagrad,0.9736841917037964,3302
1688,class,pima,Adagrad,0.7467532753944397,1102
1689,reg,friedman,Adagrad,0.7671661341196758,701
1690,class,heart,Adagrad,0.7777777910232544,1602
1691,class,ionosphere,Adagrad,0.9436619877815247,3602
1692,class,iris,Adagrad,1.0,803
1693,class,vehicle,Adagrad,0.7882353067398071,2304
1694,reg,diabetese,Adam,-3.0004960211132143,1201
1695,class,wisconsin,Adam,0.9473684430122375,3302
1696,reg,friedman,Adam,-7.361187962444625,701
1697,reg,baseball,Adam,-19.58467076990334,1801
1698,reg,dee,Adam,-6.1011904985033745,801
1699,class,heart,Adam,0.7037037014961243,1602
1700,class,pima,Adam,0.7272727489471436,1102
1701,class,ionosphere,Adam,0.6478873491287231,3602
1702,class,wine,Adam,1.0,1703
1703,class,iris,Adam,0.9333333373069763,803
1704,class,vehicle,Adam,0.7117646932601929,2304
1705,class,australian,Adam,0.8405796885490417,1702
1706,class,glass,Adam,0.6744186282157898,1606
1707,reg,mpg6,Adam,-9.861800983382564,701
1708,reg,dee,MGD,0.8700669599015763,801
1709,reg,diabetese,MGD,0.54619407420326,1201
1710,reg,friedman,MGD,0.9401283989196043,701
1711,class,glass,MGD,0.5116279125213623,1606
1712,class,wisconsin,MGD,0.9385964870452881,3302
1713,class,ionosphere,MGD,0.6619718074798584,3602
1714,reg,baseball,MGD,0.6263134574714949,1801
1715,class,wine,MGD,0.9722222089767456,1703
1716,class,iris,MGD,0.9666666388511658,803
1717,class,australian,MGD,0.7246376872062683,1702
1718,reg,mpg6,MGD,0.8358830859144307,701
1719,class,vehicle,MGD,0.7941176295280457,2304
1720,class,heart,MGD,0.8148148059844971,1602
1721,class,pima,MGD,0.7402597665786743,1102
1722,reg,dee,NAG,0.8314237809078646,801
1723,reg,diabetese,NAG,0.47259252815548125,1201
1724,class,wine,NAG,0.9722222089767456,1703
1725,reg,baseball,NAG,0.7930182749426374,1801
1726,class,australian,NAG,0.8115941882133484,1702
1727,reg,mpg6,NAG,0.8583361329437327,701
1728,class,glass,NAG,0.5813953280448914,1606
1729,class,wisconsin,NAG,0.9736841917037964,3302
1730,class,pima,NAG,0.7337662577629089,1102
1731,reg,friedman,NAG,0.951895278866381,701
1732,class,heart,NAG,0.7407407164573669,1602
1733,class,ionosphere,NAG,0.6478873491287231,3602
1734,class,iris,NAG,0.9666666388511658,803
1735,class,vehicle,NAG,0.7882353067398071,2304
1736,class,wine,RMSprop,1.0,1703
1737,class,australian,RMSprop,0.8260869383811951,1702
1738,class,iris,RMSprop,0.9666666388511658,803
1739,reg,diabetese,RMSprop,0.24757227976179585,1201
1740,class,vehicle,RMSprop,0.8882352709770203,2304
1741,reg,baseball,RMSprop,0.17087036827758495,1801
1742,class,wisconsin,RMSprop,0.9649122953414917,3302
1743,reg,mpg6,RMSprop,0.5178879079066273,701
1744,class,heart,RMSprop,0.7962962985038757,1602
1745,reg,dee,RMSprop,0.7172015072842032,801
1746,class,pima,RMSprop,0.7402597665786743,1102
1747,class,ionosphere,RMSprop,0.9295774698257446,3602
1748,class,glass,RMSprop,0.5813953280448914,1606
1749,reg,friedman,RMSprop,0.5515091784499346,701
1750,reg,diabetese,SGD,0.3931891249170657,1201
1751,class,wisconsin,SGD,0.9649122953414917,3302
1752,reg,friedman,SGD,0.8761644964547731,701
1753,reg,baseball,SGD,0.7189029490369219,1801
1754,reg,dee,SGD,0.6894071876721555,801
1755,class,heart,SGD,0.8148148059844971,1602
1756,class,pima,SGD,0.7402597665786743,1102
1757,class,ionosphere,SGD,0.9014084339141846,3602
1758,class,wine,SGD,0.9722222089767456,1703
1759,class,iris,SGD,1.0,803
1760,class,vehicle,SGD,0.8941176533699036,2304
1761,class,australian,SGD,0.8768116235733032,1702
1762,class,glass,SGD,0.6511628031730652,1606
1763,reg,mpg6,SGD,0.8802911643404603,701
1764,reg,friedman,Adagrad,0.7490592456588621,701
1765,reg,baseball,Adagrad,0.7179327631146504,1801
1766,reg,mpg6,Adagrad,0.8585159163486641,701
1767,class,pima,Adagrad,0.8246753215789795,1102
1768,reg,diabetese,Adagrad,0.5298383068015078,1201
1769,reg,dee,Adagrad,0.8398826174019646,801
1770,class,vehicle,Adagrad,0.8117647171020508,2304
1771,class,glass,Adagrad,0.604651153087616,1606
1772,class,iris,Adagrad,1.0,803
1773,class,heart,Adagrad,0.8333333134651184,1602
1774,class,wisconsin,Adagrad,0.9912280440330505,3302
1775,class,wine,Adagrad,1.0,1703
1776,class,australian,Adagrad,0.8840579986572266,1702
1777,class,ionosphere,Adagrad,0.8450704216957092,3602
1778,class,wine,Adam,1.0,1703
1779,class,ionosphere,Adam,0.6619718074798584,3602
1780,class,australian,Adam,0.8333333134651184,1702
1781,class,pima,Adam,0.7467532753944397,1102
1782,reg,baseball,Adam,-14.034906125400347,1801
1783,class,wisconsin,Adam,0.9561403393745422,3302
1784,reg,dee,Adam,-4.130964389328651,801
1785,reg,friedman,Adam,-9.032561116035946,701
1786,class,glass,Adam,0.44186046719551086,1606
1787,class,iris,Adam,0.9666666388511658,803
1788,class,heart,Adam,0.7777777910232544,1602
1789,class,vehicle,Adam,0.7647058963775635,2304
1790,reg,diabetese,Adam,-2.815326874342881,1201
1791,reg,mpg6,Adam,-3.5991521090541827,701
1792,reg,baseball,MGD,0.5117369412675659,1801
1793,class,australian,MGD,0.8478260636329651,1702
1794,class,wisconsin,MGD,0.9912280440330505,3302
1795,class,wine,MGD,0.9722222089767456,1703
1796,reg,mpg6,MGD,0.8558580530945559,701
1797,class,iris,MGD,0.9333333373069763,803
1798,reg,diabetese,MGD,0.2552137990117542,1201
1799,class,vehicle,MGD,0.8176470398902893,2304
1800,reg,friedman,MGD,0.9488915975223331,701
1801,reg,dee,MGD,0.7426859757325159,801
1802,class,heart,MGD,0.6851851940155029,1602
1803,class,ionosphere,MGD,0.3380281627178192,3602
1804,class,glass,MGD,0.6279069781303406,1606
1805,class,pima,MGD,0.7532467246055603,1102
1806,reg,friedman,NAG,0.9445857344434224,701
1807,reg,baseball,NAG,0.5859230297325326,1801
1808,reg,mpg6,NAG,0.8435351759066223,701
1809,class,pima,NAG,0.6948052048683167,1102
1810,reg,diabetese,NAG,0.4765055454427043,1201
1811,reg,dee,NAG,0.903702555993367,801
1812,class,vehicle,NAG,0.8235294222831726,2304
1813,class,glass,NAG,0.6744186282157898,1606
1814,class,iris,NAG,0.8666666746139526,803
1815,class,heart,NAG,0.8333333134651184,1602
1816,class,wisconsin,NAG,0.9912280440330505,3302
1817,class,wine,NAG,0.9166666865348816,1703
1818,class,australian,NAG,0.8840579986572266,1702
1819,class,ionosphere,NAG,0.6197183132171631,3602
1820,reg,diabetese,RMSprop,0.014336611735683014,1201
1821,class,heart,RMSprop,0.7962962985038757,1602
1822,class,vehicle,RMSprop,0.770588219165802,2304
1823,class,wisconsin,RMSprop,0.9473684430122375,3302
1824,class,australian,RMSprop,0.7753623127937317,1702
1825,reg,baseball,RMSprop,0.3026607184505624,1801
1826,class,wine,RMSprop,0.9444444179534912,1703
1827,class,glass,RMSprop,0.7441860437393188,1606
1828,reg,mpg6,RMSprop,-10.428232995450289,701
1829,class,pima,RMSprop,0.7272727489471436,1102
1830,class,ionosphere,RMSprop,0.9154929518699646,3602
1831,reg,dee,RMSprop,-4.786162622441936,801
1832,class,iris,RMSprop,0.9333333373069763,803
1833,reg,friedman,RMSprop,-7.344906114473989,701
1834,class,wine,SGD,1.0,1703
1835,class,ionosphere,SGD,0.9154929518699646,3602
1836,class,australian,SGD,0.8405796885490417,1702
1837,class,pima,SGD,0.7272727489471436,1102
1838,reg,baseball,SGD,0.570210207692118,1801
1839,class,wisconsin,SGD,0.9561403393745422,3302
1840,reg,dee,SGD,0.8890070640676542,801
1841,reg,friedman,SGD,0.8718354788712578,701
1842,class,glass,SGD,0.7441860437393188,1606
1843,class,iris,SGD,0.9666666388511658,803
1844,class,heart,SGD,0.7407407164573669,1602
1845,class,vehicle,SGD,0.8058823347091675,2304
1846,reg,diabetese,SGD,0.44182103309407983,1201
1847,reg,mpg6,SGD,0.8461825901421701,701
1848,reg,mpg6,Adagrad,0.8363270103413039,701
1849,class,ionosphere,Adagrad,0.9436619877815247,3602
1850,class,heart,Adagrad,0.8333333134651184,1602
1851,class,wisconsin,Adagrad,0.9824561476707458,3302
1852,class,glass,Adagrad,0.5348837375640869,1606
1853,reg,diabetese,Adagrad,0.5803971113981519,1201
1854,reg,baseball,Adagrad,0.545911225462636,1801
1855,class,vehicle,Adagrad,0.8176470398902893,2304
1856,class,wine,Adagrad,1.0,1703
1857,reg,dee,Adagrad,0.7684167732152787,801
1858,reg,friedman,Adagrad,0.8045971281312578,701
1859,class,australian,Adagrad,0.8623188138008118,1702
1860,class,iris,Adagrad,0.9666666388511658,803
1861,class,pima,Adagrad,0.798701286315918,1102
1862,reg,friedman,Adam,-7.70762759372726,701
1863,class,wisconsin,Adam,0.9298245906829834,3302
1864,class,heart,Adam,0.8148148059844971,1602
1865,reg,diabetese,Adam,-2.7802462815479085,1201
1866,class,iris,Adam,0.9666666388511658,803
1867,class,ionosphere,Adam,0.7323943376541138,3602
1868,class,australian,Adam,0.7898550629615784,1702
1869,reg,baseball,Adam,-1.1682552704926041,1801
1870,class,pima,Adam,0.6688311696052551,1102
1871,reg,mpg6,Adam,-3.688338705997536,701
1872,class,wine,Adam,0.9722222089767456,1703
1873,reg,dee,Adam,-5.651550315439132,801
1874,class,glass,Adam,0.6511628031730652,1606
1875,class,vehicle,Adam,0.7058823704719543,2304
1876,class,wine,MGD,1.0,1703
1877,class,ionosphere,MGD,0.43661972880363464,3602
1878,class,iris,MGD,0.9666666388511658,803
1879,reg,friedman,MGD,0.9483800608794878,701
1880,reg,mpg6,MGD,0.8739848226771636,701
1881,class,wisconsin,MGD,0.9736841917037964,3302
1882,reg,baseball,MGD,0.37609956532199407,1801
1883,class,australian,MGD,0.782608687877655,1702
1884,class,pima,MGD,0.6818181872367859,1102
1885,reg,diabetese,MGD,0.37894151282769495,1201
1886,reg,dee,MGD,0.8771396809359947,801
1887,class,vehicle,MGD,0.4000000059604645,2304
1888,class,glass,MGD,0.5348837375640869,1606
1889,class,heart,MGD,0.7962962985038757,1602
1890,class,wine,NAG,1.0,1703
1891,class,glass,NAG,0.6279069781303406,1606
1892,reg,diabetese,NAG,0.46101971632357797,1201
1893,reg,dee,NAG,0.8099976471461815,801
1894,reg,baseball,NAG,0.604453738764366,1801
1895,reg,mpg6,NAG,0.8812404218201509,701
1896,class,australian,NAG,0.8333333134651184,1702
1897,reg,friedman,NAG,0.955634636524954,701
1898,class,wisconsin,NAG,0.9473684430122375,3302
1899,class,ionosphere,NAG,0.3802816867828369,3602
1900,class,vehicle,NAG,0.8176470398902893,2304
1901,class,heart,NAG,0.8888888955116272,1602
1902,class,pima,NAG,0.7597402334213257,1102
1903,class,iris,NAG,0.9333333373069763,803
1904,class,australian,RMSprop,0.804347813129425,1702
1905,reg,friedman,RMSprop,-6.945705064596789,701
1906,reg,diabetese,RMSprop,-0.7700667235448089,1201
1907,class,wisconsin,RMSprop,0.9210526347160339,3302
1908,class,vehicle,RMSprop,0.7647058963775635,2304
1909,class,pima,RMSprop,0.7727272510528564,1102
1910,reg,mpg6,RMSprop,0.7594635087942287,701
1911,class,iris,RMSprop,0.9333333373069763,803
1912,reg,dee,RMSprop,0.7018782038594129,801
1913,class,ionosphere,RMSprop,0.8873239159584045,3602
1914,reg,baseball,RMSprop,0.4365607861919696,1801
1915,class,wine,RMSprop,0.9722222089767456,1703
1916,class,heart,RMSprop,0.8148148059844971,1602
1917,class,glass,RMSprop,0.5813953280448914,1606
1918,class,pima,SGD,0.7597402334213257,1102
1919,class,ionosphere,SGD,0.9295774698257446,3602
1920,class,glass,SGD,0.6744186282157898,1606
1921,reg,mpg6,SGD,0.8868439813907213,701
1922,reg,baseball,SGD,0.648251543043041,1801
1923,class,vehicle,SGD,0.8294117450714111,2304
1924,class,iris,SGD,1.0,803
1925,reg,dee,SGD,0.7531220075038243,801
1926,class,wine,SGD,1.0,1703
1927,class,wisconsin,SGD,0.9561403393745422,3302
1928,class,heart,SGD,0.7777777910232544,1602
1929,reg,friedman,SGD,0.912702879619147,701
1930,class,australian,SGD,0.8550724387168884,1702
1931,reg,diabetese,SGD,0.4997459360895208,1201
1932,reg,mpg6,Adagrad,0.8567343454833453,701
1933,class,iris,Adagrad,1.0,803
1934,class,heart,Adagrad,0.9259259104728699,1602
1935,reg,friedman,Adagrad,0.7591895171140267,701
1936,class,vehicle,Adagrad,0.8352941274642944,2304
1937,class,pima,Adagrad,0.7922077775001526,1102
1938,class,wisconsin,Adagrad,0.9561403393745422,3302
1939,class,australian,Adagrad,0.8695651888847351,1702
1940,class,ionosphere,Adagrad,0.8028169274330139,3602
1941,class,glass,Adagrad,0.6511628031730652,1606
1942,class,wine,Adagrad,0.9722222089767456,1703
1943,reg,baseball,Adagrad,0.7941685264921461,1801
1944,reg,diabetese,Adagrad,0.42467512950763664,1201
1945,reg,dee,Adagrad,0.7830691788796305,801
1946,reg,friedman,Adam,-8.248845047390336,701
1947,class,heart,Adam,0.8333333134651184,1602
1948,reg,baseball,Adam,-0.8692071553634522,1801
1949,class,australian,Adam,0.7971014380455017,1702
1950,class,wisconsin,Adam,0.9122806787490845,3302
1951,class,ionosphere,Adam,0.6619718074798584,3602
1952,class,pima,Adam,0.649350643157959,1102
1953,class,wine,Adam,0.9722222089767456,1703
1954,class,iris,Adam,0.9666666388511658,803
1955,reg,diabetese,Adam,-6.2208461471528365,1201
1956,reg,mpg6,Adam,-6.684793118216205,701
1957,class,vehicle,Adam,0.7411764860153198,2304
1958,reg,dee,Adam,-4.861508197990533,801
1959,class,glass,Adam,0.5813953280448914,1606
1960,class,wine,MGD,1.0,1703
1961,reg,diabetese,MGD,0.3717844311836548,1201
1962,class,wisconsin,MGD,0.9912280440330505,3302
1963,class,pima,MGD,0.5844155550003052,1102
1964,reg,mpg6,MGD,0.8597984047189581,701
1965,reg,baseball,MGD,0.45647281519476934,1801
1966,reg,dee,MGD,0.8658002092410276,801
1967,class,australian,MGD,0.8333333134651184,1702
1968,class,iris,MGD,1.0,803
1969,class,vehicle,MGD,0.841176450252533,2304
1970,reg,friedman,MGD,0.9487356204276465,701
1971,class,ionosphere,MGD,0.6056337952613831,3602
1972,class,glass,MGD,0.8139534592628479,1606
1973,class,heart,MGD,0.7592592835426331,1602
1974,reg,baseball,NAG,0.5438937151618656,1801
1975,class,wisconsin,NAG,0.9824561476707458,3302
1976,class,glass,NAG,0.6976743936538696,1606
1977,reg,dee,NAG,0.7991131067494012,801
1978,class,ionosphere,NAG,0.6901408433914185,3602
1979,class,vehicle,NAG,0.7882353067398071,2304
1980,class,heart,NAG,0.7407407164573669,1602
1981,reg,friedman,NAG,0.946747052928948,701
1982,reg,diabetese,NAG,0.40497739274752365,1201
1983,class,iris,NAG,1.0,803
1984,class,wine,NAG,1.0,1703
1985,class,australian,NAG,0.8260869383811951,1702
1986,reg,mpg6,NAG,0.8478587678903361,701
1987,class,pima,NAG,0.8051947951316833,1102
1988,class,heart,RMSprop,0.7407407164573669,1602
1989,class,wisconsin,RMSprop,0.9473684430122375,3302
1990,reg,mpg6,RMSprop,0.8187928795010827,701
1991,reg,baseball,RMSprop,0.46530381107537855,1801
1992,class,australian,RMSprop,0.8188405632972717,1702
1993,class,ionosphere,RMSprop,0.9436619877815247,3602
1994,reg,dee,RMSprop,0.754918649410888,801
1995,class,glass,RMSprop,0.6279069781303406,1606
1996,class,vehicle,RMSprop,0.7470588088035583,2304
1997,class,iris,RMSprop,0.9666666388511658,803
1998,reg,friedman,RMSprop,-7.1561390064865975,701
1999,class,wine,RMSprop,0.9722222089767456,1703
2000,class,pima,RMSprop,0.7272727489471436,1102
2001,reg,diabetese,RMSprop,0.1824956138356093,1201
2002,class,vehicle,SGD,0.8294117450714111,2304
2003,class,pima,SGD,0.7597402334213257,1102
2004,reg,dee,SGD,0.7564509076429049,801
2005,class,glass,SGD,0.6976743936538696,1606
2006,class,ionosphere,SGD,0.9295774698257446,3602
2007,reg,baseball,SGD,0.36614539695582937,1801
2008,class,iris,SGD,1.0,803
2009,class,australian,SGD,0.7971014380455017,1702
2010,reg,friedman,SGD,0.8417909250023407,701
2011,reg,mpg6,SGD,0.8503537025778365,701
2012,class,heart,SGD,0.7037037014961243,1602
2013,reg,diabetese,SGD,0.5776085133964122,1201
2014,class,wine,SGD,1.0,1703
2015,class,wisconsin,SGD,0.9649122953414917,3302
2016,class,wisconsin,Adagrad,0.9649122953414917,3302
2017,class,heart,Adagrad,0.8148148059844971,1602
2018,reg,mpg6,Adagrad,0.8438491016518037,701
2019,reg,diabetese,Adagrad,0.5586775319679178,1201
2020,reg,friedman,Adagrad,0.7854440173895852,701
2021,class,glass,Adagrad,0.5581395626068115,1606
2022,class,pima,Adagrad,0.7922077775001526,1102
2023,class,wine,Adagrad,1.0,1703
2024,class,vehicle,Adagrad,0.770588219165802,2304
2025,class,ionosphere,Adagrad,0.9295774698257446,3602
